cens1_mean,cens2_mean,cens3_mean,cens4_mean,cens5_mean,cens6_mean,cens7_mean,cens8_mean,cens9_mean,cens10_mean,cens11_mean,cens12_mean,cens1_var,cens2_var,cens3_var,cens4_var,cens5_var,cens6_var,cens7_var,cens8_var,cens9_var,cens10_var,cens11_var,cens12_var
0.1668364,0.34583333,0.17402844,0.21532911,0.20056242,0.23007007,0.3613483,0.2915546,0.42884788,0.2624418,0.18468839,0.28723153,0.0051630745,0.020362917,0.00227624,0.0035855763,0.00792461,0.0050704167,0.010035557,0.004426648,0.0068888343,0.0013799103,0.0062438296,0.02449828
0.23963603,0.083680555,0.31758517,0.09954725,0.17052986,0.07971682,0.20606057,0.34083626,0.09212306,0.36962232,0.09278094,0.30477223,0.052506026,0.005013133,0.0840952,0.008480766,0.009298711,0.0040540104,0.007907211,0.07974794,0.0051475205,0.10763155,0.009168052,0.011382554
0.06582156,0.29317838,0.049565237,0.13336967,0.6010923,0.10551435,0.14680272,0.11900286,0.4135537,0.07234422,0.025290461,0.15207084,0.005403762,0.083951056,0.006032662,0.0120386565,0.016985895,0.014322236,0.036324147,0.021341763,0.037447553,0.01893029,0.00186435,0.026862087
0.41255176,0.103643835,0.22083578,0.089347534,0.33801353,0.19386616,0.042228013,0.16063185,0.06331527,0.47451195,0.042247325,0.058703747,0.093232244,0.014313754,0.073587604,0.010347516,0.033784617,0.036916427,0.0015494206,0.030381074,0.004278751,0.044036087,0.0018296286,0.004495748
0.658272,0.11905034,0.11792627,0.029690214,0.30654338,0.13437502,0.046964202,0.3635459,0.09541516,0.19537449,0.03608972,0.09480527,0.013346366,0.013179271,0.015706398,0.005981168,0.02101188,0.035566106,0.0075227087,0.018436065,0.0412454,0.05129506,0.004657802,0.005987255
0.073297575,0.11587281,0.64287245,0.10752052,0.12192545,0.07342215,0.24028756,0.32255864,0.098395,0.23078163,0.09631722,0.1413583,0.011830033,0.008976002,0.019143846,0.014372807,0.024973642,0.012894778,0.025707802,0.065220445,0.01303347,0.026660182,0.01976182,0.03975951
0.079015784,0.2682729,0.40124542,0.06578663,0.28249076,0.064111285,0.1699651,0.18275519,0.12133808,0.31740797,0.06060011,0.34284088,0.0049328003,0.056120675,0.029296769,0.0041310927,0.07699203,0.005477762,0.03689196,0.02495805,0.0131896315,0.04074029,0.0051558022,0.07598125
0.13064715,0.08692342,0.46048865,0.06496598,0.23364182,0.18825457,0.20784076,0.3013087,0.22638592,0.21469216,0.1248635,0.058811966,0.033739872,0.010369311,0.055107404,0.0036315126,0.059127353,0.028055934,0.024284808,0.05224278,0.06407466,0.026920374,0.056665298,0.0048045185
0.08005063,0.17942354,0.052805305,0.28819114,0.10655379,0.049228337,0.13615854,0.12527488,0.48132268,0.07758872,0.15697367,0.45142704,0.009097622,0.06446625,0.0046022763,0.059358504,0.024612373,0.0037084047,0.023907864,0.022187175,0.06437465,0.006982331,0.037792332,0.04061822
0.042049848,0.343925,0.64411354,0.082340375,0.20464431,0.069284745,0.23073639,0.12855956,0.08917067,0.1809091,0.02150744,0.12913954,0.0022395332,0.023121947,0.03834976,0.0038222538,0.04144503,0.0041311965,0.017815541,0.06406872,0.008340476,0.04448908,0.0025447896,0.033871464
0.35897,0.12697722,0.4872151,0.06690766,0.11872983,0.05771242,0.08615058,0.6160561,0.03894176,0.08157145,0.0503084,0.11342408,0.06276547,0.0052111815,0.050184324,0.003483128,0.022844972,0.0067939623,0.003578646,0.0055982424,0.00092023634,0.0059833834,0.0037658992,0.014235405
0.45375848,0.13897273,0.11204121,0.14369707,0.15138496,0.187088,0.17506722,0.35439715,0.13174619,0.2027155,0.13532093,0.21367279,0.056853358,0.009885778,0.027948804,0.026658738,0.033978358,0.04641425,0.031118162,0.052428916,0.02466988,0.06123987,0.0141887115,0.019933239
0.20194401,0.21756916,0.44212914,0.30103275,0.34271458,0.24937738,0.19299877,0.184568,0.2520943,0.4138678,0.19120161,0.13832933,0.002708752,0.012923545,0.0119474605,0.0046291817,0.005900463,0.0024981245,0.0019413121,0.00330032,0.019250607,0.010070811,0.003084324,0.0061064973
0.3301412,0.2875621,0.3604929,0.3313031,0.25728303,0.24709575,0.26853952,0.25607854,0.22167347,0.261066,0.24023974,0.24878672,0.008815498,0.003980512,0.004675388,0.010394306,0.005266993,0.010379751,0.004770359,0.0023897788,0.005132906,0.0039502876,0.0032589915,0.0037898154
0.17731282,0.19460386,0.22929831,0.22804992,0.44784665,0.1703426,0.2663041,0.27971643,0.2508413,0.24667305,0.1776804,0.3591694,0.007753382,0.007145003,0.0031833476,0.0031014862,0.03091227,0.0069884243,0.0202364,0.022146577,0.004760234,0.038518928,0.0067909653,0.011610076
0.1976498,0.19929446,0.49342296,0.35801297,0.26681605,0.26901573,0.18802972,0.27588892,0.21476275,0.30539286,0.13159104,0.19824743,0.008111044,0.0036604824,0.01786374,0.0059899236,0.008319177,0.0071324958,0.004295562,0.005940874,0.004208006,0.011402326,0.0054082996,0.016285
0.35363638,0.2726179,0.28477654,0.27059954,0.38387433,0.2306911,0.18085963,0.25251335,0.18419306,0.3097295,0.23497789,0.30271855,0.02030787,0.0019583553,0.003661494,0.0017812111,0.0048748725,0.0008348665,0.0021596425,0.0019198214,0.005651509,0.021761227,0.0024241596,0.005256497
0.21779044,0.2698957,0.049792036,0.18117902,0.22593533,0.5273064,0.20458928,0.15418154,0.09600162,0.118409134,0.5146968,0.04760598,0.016633986,0.027488971,0.005639788,0.034134347,0.004275875,0.016008636,0.009443353,0.008305016,0.010029532,0.0049291654,0.020618789,0.001890906
0.5587494,0.02141332,0.1637323,0.24585159,0.23529124,0.19533494,0.11852514,0.56705064,0.04467944,0.03840756,0.09884173,0.033240568,0.016897278,0.0008054362,0.02275196,0.018914642,0.00510763,0.03226188,0.0059578973,0.0075390176,0.0041061277,0.011774027,0.029737571,0.000898767
0.65670294,0.20783642,0.19308002,0.26379192,0.26220104,0.13322389,0.10365516,0.40549865,0.07897699,0.010125084,0.039553583,0.14971484,0.008643375,0.005350967,0.027329296,0.022933733,0.0069483276,0.022077167,0.0064315405,0.0054192627,0.0028256085,0.00046069993,0.0026980704,0.015668819
0.053010922,0.08788816,0.6568807,0.09104985,0.12920748,0.10767275,0.27295518,0.56708723,0.11007064,0.22121404,0.0123564815,0.0010372401,0.0049761045,0.0016770728,0.0043124254,0.0035312881,0.0037324368,0.0028212396,0.012051404,0.013810192,0.008464672,0.008233125,0.0005129743,2.4494144e-05
0.110719316,0.153549,0.3500248,0.26491123,0.488122,0.4089358,0.17742757,0.20614742,0.17271316,0.1846773,0.103541575,0.117397055,0.0057281577,0.0040593036,0.016269118,0.011479716,0.022542156,0.0071768947,0.0064323302,0.045611676,0.019970272,0.04306545,0.015338572,0.0060452754
0.064215206,0.16669054,0.3795249,0.21306998,0.13693357,0.1077651,0.3768376,0.3272935,0.15941466,0.5693146,0.25402188,0.04413017,0.0031177409,0.00279169,0.0039431523,0.0042686607,0.011972603,0.012083614,0.010166652,0.016126778,0.0029082887,0.0065455884,0.00635084,0.0029429386
0.3305883,0.3114817,0.28576517,0.27187377,0.2271644,0.2779596,0.23730806,0.22497474,0.24847521,0.34262282,0.30600184,0.27909267,0.0051955595,0.006042498,0.008615092,0.0057515795,0.001671372,0.0031887132,0.0036400512,0.0013550703,0.0013560198,0.0048027984,0.005747268,0.004333313
0.29433674,0.28508142,0.25682798,0.3039304,0.2497388,0.23844907,0.19886427,0.21830961,0.24938118,0.33714575,0.3906476,0.30910337,0.0035910327,0.0044757486,0.003707938,0.0076342733,0.002522031,0.0017146589,0.0037775813,0.0014891943,0.001689389,0.0049681608,0.004195778,0.0035858038
0.27160418,0.26381597,0.2834624,0.39276427,0.24861224,0.22899862,0.2009866,0.22823931,0.25804374,0.3152092,0.37459064,0.24515685,0.0034094187,0.0025199659,0.0061986917,0.0061441935,0.0024535297,0.0020554,0.00368755,0.0012895534,0.007597788,0.005973365,0.0053166044,0.0023088255
0.30120856,0.25610864,0.24005249,0.27268285,0.22097597,0.28505552,0.25525215,0.22500093,0.21103337,0.3162618,0.4125275,0.31513408,0.0036243359,0.0020109327,0.0035675147,0.006502647,0.0018827136,0.005222162,0.0073179053,0.0026898081,0.0026477457,0.0070128203,0.003760276,0.0055907834
0.22713184,0.24132821,0.23265742,0.42554703,0.31857482,0.2505336,0.22220172,0.22351074,0.21235831,0.26775798,0.3606127,0.27271965,0.0029711793,0.0019071844,0.0030079468,0.011519562,0.0139346365,0.0041262354,0.0038034648,0.0017150451,0.0025294416,0.0032649417,0.012681253,0.008750041
0.05014382,0.12448156,0.040485445,0.15833744,0.42476657,0.15086186,0.3171959,0.27567658,0.30775306,0.28562889,0.10530775,0.36997753,0.006469077,0.016092978,0.0031375503,0.0124026835,0.039479144,0.008713339,0.024127094,0.007695642,0.012622614,0.07459306,0.005266156,0.04080986
0.16615255,0.19599734,0.24313617,0.3585656,0.34769908,0.284209,0.3230403,0.24602108,0.28012744,0.18500642,0.26374063,0.27107483,0.0034792502,0.0052878433,0.0022831403,0.006249971,0.01953275,0.009180095,0.018915353,0.011640459,0.018742945,0.0035545174,0.009809361,0.015423907
0.29093537,0.3206894,0.27819812,0.26415405,0.28262392,0.30706987,0.303338,0.31252265,0.25162014,0.22009088,0.2526973,0.24619421,0.004690613,0.007378408,0.0028902942,0.0022598265,0.0032606618,0.008221656,0.0061616683,0.00905024,0.0066842507,0.0020202938,0.00670659,0.005996707
0.30932513,0.33652183,0.13505325,0.30642298,0.13946342,0.4017776,0.49940515,0.32970336,0.1951441,0.21534468,0.02804818,0.06337789,0.0045464886,0.013610293,0.0030536936,0.003104874,0.0034624932,0.0017994967,0.0029508595,0.0045387647,0.0016577081,0.003206381,0.0018228511,0.0069787954
0.19428438,0.088620245,0.1275338,0.056231085,0.25497204,0.098803654,0.16224423,0.30584618,0.2254473,0.5405095,0.31387663,0.12345567,0.048896622,0.0054142196,0.017521972,0.0021671546,0.011721325,0.00773771,0.02453749,0.06297797,0.01567082,0.050469954,0.030772254,0.0059307516
0.37870383,0.05793682,0.3212851,0.04471075,0.17998119,0.19546089,0.057838067,0.3102053,0.021066375,0.30985102,0.025681093,0.28632578,0.079634584,0.00998456,0.079035975,0.005494668,0.037139554,0.03474091,0.006780852,0.054629274,0.0016840667,0.032864124,0.0027647482,0.05429471
0.12900749,0.19465663,0.609439,0.35633543,0.34024462,0.23377329,0.15016104,0.22963904,0.069004916,0.19967583,0.071344666,0.03512167,0.027006887,0.0068831705,0.031918492,0.006033428,0.004228909,0.0030167578,0.0037135414,0.044870306,0.0061715725,0.007839903,0.0063006133,0.0025533717
0.017000116,0.12505774,0.57732993,0.102087915,0.37693134,0.37530747,0.092741646,0.13570957,0.06423086,0.2523797,0.032005046,0.0048608943,0.001499008,0.015579537,0.031272218,0.0067881895,0.062189907,0.038600273,0.00953389,0.044456646,0.004563203,0.04563103,0.0013560872,0.00025239403
0.2788921,0.21412213,0.54964554,0.13231656,0.267838,0.20138904,0.15520477,0.10957552,0.07551468,0.35237595,0.08716279,0.13776699,0.085127726,0.009275493,0.07849108,0.007536415,0.014631404,0.007920009,0.01663807,0.0067165066,0.0030912256,0.010642666,0.002991875,0.009047361
0.23372066,0.07992724,0.10838409,0.15783407,0.32452133,0.34900877,0.32466498,0.17874838,0.3749028,0.39990216,0.21406332,0.13134263,0.0049853437,0.0015979344,0.005417437,0.0074226987,0.012507632,0.052951302,0.012552546,0.0016849817,0.016322915,0.038300846,0.014567931,0.0061235507
0.36591807,0.13883111,0.16820341,0.1514101,0.23888524,0.17094006,0.20242587,0.20440537,0.21129642,0.38525614,0.24463591,0.42520902,0.020747194,0.005099208,0.013958078,0.006153477,0.01969407,0.025153415,0.013360498,0.009172344,0.017070508,0.028372461,0.0096956175,0.02452275
0.26665732,0.25780043,0.21865828,0.15398549,0.15318869,0.12747747,0.26593646,0.14945403,0.12826793,0.18251261,0.16364743,0.6083931,0.017738359,0.008453837,0.02074103,0.008924518,0.009254245,0.011266892,0.034017913,0.010944157,0.0065030865,0.009536291,0.010120322,0.064110756
0.33624253,0.19557782,0.3706576,0.2902067,0.32506606,0.1944875,0.14854868,0.29063007,0.08270191,0.17735659,0.106727645,0.2420011,0.03677521,0.0056655225,0.020625973,0.012474767,0.017687012,0.008365831,0.008348271,0.011492733,0.012540637,0.052033376,0.0265218,0.05648438
0.22682385,0.16156498,0.31701753,0.13035747,0.2057903,0.16472806,0.23880939,0.49580467,0.24134058,0.20002542,0.102482006,0.22376265,0.053759705,0.009479469,0.030313652,0.0075803534,0.011718739,0.008827145,0.016699187,0.044357896,0.036276583,0.020692986,0.009537042,0.024758752
0.13753842,0.15942153,0.21614885,0.27736056,0.6321239,0.2527699,0.19736019,0.19002509,0.19196577,0.10625277,0.11160212,0.3417345,0.005939665,0.005616631,0.0060008317,0.007801307,0.024339696,0.006865114,0.011863839,0.021162365,0.007632409,0.0066632605,0.0030689077,0.0092428075
0.090995945,0.14418598,0.15345395,0.15299168,0.1588633,0.073594004,0.030340338,0.08355863,0.47851014,0.66037303,0.100749455,0.13954291,0.015363931,0.026589386,0.03120866,0.030488176,0.019615145,0.0099301115,0.002129422,0.006921512,0.00872384,0.011355905,0.007972717,0.020581054
0.40916148,0.13267554,0.16081853,0.14251737,0.3045448,0.032779872,0.16451398,0.30540934,0.16531938,0.3299656,0.08245207,0.35028723,0.029945906,0.015223883,0.035163105,0.010859745,0.03121063,0.00223176,0.02055911,0.040049046,0.017642332,0.06424075,0.0054673306,0.016571281
0.13079472,0.24966598,0.3238018,0.15227978,0.15908991,0.106114894,0.27070993,0.22659557,0.24323978,0.42518166,0.19195746,0.24706595,0.014474163,0.023224534,0.03869618,0.027404806,0.021895688,0.011274886,0.024326086,0.036058567,0.011022209,0.022497598,0.026056979,0.036784668
0.27897874,0.084836006,0.20258415,0.07333824,0.20913152,0.011448043,0.19545484,0.39696822,0.30315608,0.53920406,0.053616606,0.18983321,0.016810307,0.009299572,0.024748465,0.0078276275,0.03112679,0.00057829235,0.009192327,0.04280496,0.015207509,0.034818597,0.0041444283,0.010947337
0.19196594,0.030681105,0.25126716,0.02848196,0.35523236,0.06623487,0.23971052,0.4133451,0.17413323,0.27703157,0.11511037,0.33705273,0.056345712,0.0025139665,0.044938583,0.001810339,0.040985677,0.0035362924,0.014903564,0.023061793,0.007946972,0.056807574,0.008890667,0.043940775
0.19267853,0.12683544,0.062902145,0.13199486,0.30394006,0.21222702,0.16231403,0.25567403,0.42208412,0.5175995,0.057826295,0.1465963,0.016186481,0.023042556,0.009653464,0.01806074,0.01914008,0.02610666,0.021913279,0.03904704,0.009658893,0.02310973,0.0051852856,0.014445431
0.26589298,0.24737816,0.26487976,0.25399387,0.2827409,0.28093174,0.2785892,0.41304713,0.3243443,0.26634058,0.23975848,0.26421273,0.0037358098,0.0006523832,0.0013210449,0.00044228695,0.0017021268,0.0013489743,0.0013522364,0.0050100097,0.0039280835,0.0010901401,0.0015465055,0.00080502674
0.23007496,0.20683387,0.22630413,0.29631203,0.46814153,0.36647454,0.28132954,0.25730518,0.2503828,0.24714345,0.18690686,0.25992453,0.0022499696,0.0021208264,0.0040267976,0.0051394324,0.004711718,0.0049633738,0.0029775994,0.0018041803,0.0017898463,0.004944366,0.004201814,0.0012933792
0.392033,0.25712797,0.24736728,0.27408016,0.32773954,0.29133576,0.23943825,0.28783563,0.20447013,0.22350958,0.22867402,0.26879048,0.01982887,0.0035591968,0.00280224,0.0053211227,0.0053824354,0.018341832,0.0107214665,0.0070072096,0.0036826178,0.007252899,0.0052891695,0.0059948997
0.2583182,0.30089444,0.30899206,0.26235583,0.36753416,0.2049012,0.27891418,0.22499503,0.25047374,0.34819245,0.242982,0.28427443,0.0012750684,0.0040029786,0.0058429968,0.0022229902,0.010861149,0.0012913629,0.004069117,0.0032024633,0.0020073042,0.0071061463,0.00090150477,0.0063734776
0.27125958,0.30288702,0.26076037,0.33876082,0.25163457,0.29986337,0.26620796,0.26950496,0.34266165,0.25656214,0.26317537,0.21011655,0.002232189,0.008668873,0.0034178488,0.0068618855,0.0015960388,0.010976913,0.0035732817,0.0035628653,0.0080067115,0.0032438217,0.0024481858,0.0039905077
0.26868555,0.23025201,0.36460465,0.31030104,0.2674263,0.29695386,0.2379513,0.29329935,0.22627583,0.3007748,0.32961982,0.2015574,0.003425703,0.0006552707,0.006855441,0.007224432,0.0037779005,0.0068282634,0.002643327,0.0052781687,0.0007668044,0.0048041814,0.0070912754,0.0029739942
0.36095262,0.24205773,0.2503865,0.2638228,0.31955278,0.25958687,0.25424367,0.36988005,0.23369265,0.2706394,0.27032992,0.24795048,0.009420847,0.0013046279,0.0015342642,0.0017270712,0.005471825,0.0034621318,0.0020874874,0.008538325,0.0007462719,0.0063189478,0.002756947,0.002125863
0.28951642,0.21883789,0.26774207,0.30097532,0.27786934,0.34163803,0.2100012,0.23846988,0.27721053,0.31791767,0.33317766,0.21624713,0.008768289,0.001499068,0.0034970054,0.0053823832,0.0037760148,0.013610928,0.0024497353,0.003843405,0.006177022,0.00750488,0.01283734,0.006146732
0.22403765,0.2523487,0.40040836,0.38354096,0.3486945,0.24287492,0.2661851,0.2647631,0.2523071,0.26192203,0.24356249,0.2095313,0.0010499496,0.0013465041,0.0027609007,0.0029954794,0.0039869053,0.0011291688,0.0018504591,0.0017386131,0.0009199173,0.0010454028,0.00047078799,0.002401328
0.19487557,0.29594845,0.19381727,0.2642063,0.34019282,0.15747948,0.33592346,0.19613865,0.34831184,0.24386424,0.20163186,0.416367,0.0026071167,0.0120555125,0.0026897672,0.0037556626,0.01136176,0.0045849476,0.01476626,0.005833369,0.009379607,0.001558641,0.0024922497,0.009391699
0.12621336,0.24877556,0.1471255,0.20409298,0.50787795,0.13273796,0.23589355,0.09584596,0.2477758,0.34125,0.16799617,0.37486026,0.005843725,0.02939771,0.0040878206,0.0076674772,0.029504377,0.008092298,0.026641337,0.0058891354,0.0057964735,0.03790805,0.0052120145,0.0059949867
0.2810856,0.23321143,0.2221092,0.2229742,0.20090051,0.14695269,0.19746438,0.3258443,0.1584516,0.22934592,0.27413437,0.46933997,0.017880272,0.015983563,0.014273614,0.004539712,0.024759382,0.009531952,0.0073158843,0.037775178,0.0092575215,0.0098912725,0.015643172,0.020588046
0.20157889,0.17985034,0.18632776,0.3344372,0.55624396,0.16878372,0.20504905,0.21591927,0.1932142,0.22698006,0.20822921,0.3709011,0.009119968,0.0050006453,0.0031237274,0.006354554,0.011716943,0.005221158,0.0029541487,0.005000305,0.00517558,0.009489768,0.004906471,0.016115233
0.33674622,0.27123246,0.34346628,0.2877877,0.35693845,0.27736497,0.18291926,0.2813168,0.22409792,0.26152167,0.18685631,0.23638868,0.0105460165,0.003648233,0.015126327,0.0038639253,0.009894146,0.007378036,0.0033860807,0.010534662,0.0026518218,0.011618721,0.0043031583,0.0030161901
0.1705842,0.223456,0.38068956,0.1893581,0.32166734,0.20197947,0.26552206,0.31111103,0.19146389,0.36039516,0.17164887,0.27990454,0.0029665395,0.0035207921,0.03542587,0.0032043671,0.019516448,0.0038273912,0.014275908,0.02988663,0.0030227301,0.018820073,0.0052953,0.014634356
0.11874813,0.20747651,0.37392294,0.25479063,0.32194045,0.21069224,0.31832424,0.217808,0.24646656,0.4306124,0.122841336,0.25191653,0.0024386856,0.011313838,0.024549197,0.004477916,0.009261406,0.0040269014,0.005233828,0.025162183,0.009247698,0.009939677,0.003807393,0.007215171
0.34673488,0.46918276,0.25857607,0.3056178,0.089249834,0.11344463,0.12159992,0.2510647,0.37308577,0.20687264,0.13541672,0.090934426,0.012988873,0.030600805,0.0136739975,0.037790578,0.0045110043,0.007523115,0.0068598757,0.015264586,0.024818666,0.01230573,0.020611247,0.0053275893
0.19370171,0.22132637,0.4343153,0.14277194,0.28588268,0.12990414,0.19236992,0.17831889,0.22490726,0.35715505,0.12808307,0.18515764,0.0083267875,0.012554611,0.08426769,0.009078947,0.044294223,0.009898158,0.012438524,0.009696974,0.01693994,0.04662948,0.013503283,0.040851586
0.28031996,0.24795009,0.3462333,0.24561648,0.33996207,0.2519524,0.28683266,0.37199804,0.23292089,0.28282613,0.15588266,0.22910078,0.02320764,0.0012383846,0.006536453,0.00051759783,0.00919835,0.00058651227,0.0016479236,0.0077270744,0.0023181017,0.008366317,0.0038293435,0.003877267
0.18732461,0.24362652,0.3260947,0.26762417,0.34428346,0.2872599,0.41424158,0.26023608,0.19522616,0.29131958,0.17134944,0.25209224,0.0030600973,0.0005289375,0.017742613,0.0020482067,0.006547022,0.0021528038,0.0049065473,0.0028031573,0.0023475823,0.007884207,0.002779449,0.01859002
0.23865739,0.3226765,0.4164453,0.30147552,0.27277476,0.26120466,0.3283985,0.22112633,0.16954668,0.30619824,0.18423744,0.2373489,0.00057295023,0.0046850727,0.020101685,0.0039779907,0.0020384558,0.0012436712,0.0037097684,0.008066099,0.0035382078,0.00509598,0.0021244627,0.0073446482
0.23250255,0.34877542,0.25435635,0.2790195,0.3007534,0.3099042,0.4052129,0.25734445,0.21495111,0.21436203,0.20272693,0.28051487,0.0020672902,0.008160322,0.0020426984,0.0019422001,0.005191208,0.0025780522,0.0033908605,0.003210968,0.00309071,0.0014038436,0.0017829982,0.018070253
0.20870203,0.23352812,0.2840152,0.27365175,0.36056718,0.3587543,0.2904756,0.38175207,0.26797733,0.2566952,0.18611276,0.20060876,0.0018194513,0.00097342045,0.0047594043,0.0041113356,0.0035658833,0.004204466,0.004614027,0.0077157402,0.003043148,0.0022158497,0.004507875,0.0034522014
0.25487864,0.2578348,0.35163626,0.37257153,0.2835861,0.2855465,0.2541429,0.25640708,0.25138575,0.3046203,0.26382363,0.24288896,0.0010809258,0.0011383389,0.0033945944,0.005651341,0.0037777575,0.0036604956,0.0007494672,0.0009376667,0.001525143,0.0042713904,0.0016734331,0.0013852395
0.16361016,0.1923701,0.24792273,0.27267984,0.6071987,0.31503317,0.21114117,0.21714498,0.18512607,0.28914624,0.18445997,0.17317034,0.0029120138,0.0029577517,0.001247305,0.0032756575,0.00493565,0.0045426087,0.0015940618,0.001481184,0.0020678819,0.012109392,0.018694954,0.0030731687
0.16339594,0.1588732,0.37004185,0.24363193,0.37952107,0.18806966,0.16389254,0.3142422,0.10345764,0.17085353,0.26258522,0.45472866,0.0062468066,0.005727974,0.02279394,0.0033242211,0.033795334,0.005107664,0.004622633,0.020072827,0.0028966072,0.012147932,0.0044496027,0.0100505585
0.20615363,0.33583242,0.27677536,0.24351333,0.31299856,0.22744331,0.36146557,0.22155847,0.22921807,0.13981025,0.27955136,0.32757828,0.0034942643,0.016655177,0.0065446557,0.01162419,0.009466735,0.0054279296,0.02250605,0.006751718,0.0065321405,0.0077298805,0.009005708,0.016181372
0.1551013,0.21605435,0.22016893,0.19220813,0.3118747,0.22415097,0.33751553,0.1841851,0.16707401,0.29358965,0.14952983,0.4433672,0.004776379,0.016026292,0.028282082,0.007273366,0.02069324,0.002547505,0.023443399,0.0148236845,0.009280033,0.031446867,0.0028416351,0.05418536
0.23148482,0.35682938,0.31917846,0.19376493,0.262028,0.15394238,0.24172565,0.09344939,0.1726539,0.3908002,0.19981699,0.37418672,0.0033829585,0.020627504,0.037802838,0.0046126004,0.010979189,0.0052920664,0.018831361,0.0040897466,0.005000002,0.021144075,0.005831629,0.020198172
0.40683237,0.27528,0.21115693,0.29452994,0.24542375,0.3294963,0.19301264,0.21867049,0.17772767,0.2117894,0.2869713,0.2563193,0.017275924,0.017216366,0.0040573063,0.023138948,0.006446796,0.025860313,0.0072578187,0.007907055,0.009850746,0.0056940876,0.017938305,0.006479592
0.41893116,0.2776265,0.21058778,0.26667774,0.23134817,0.32188824,0.18961027,0.224873,0.19116725,0.21899098,0.30039668,0.25908697,0.016861036,0.015500662,0.0038753008,0.023457538,0.0058872458,0.021822918,0.007186656,0.00844286,0.009120332,0.008526972,0.019232072,0.0066355974
0.22050637,0.3808521,0.3262711,0.35421503,0.36493972,0.24996832,0.25943375,0.25909343,0.28168654,0.20197625,0.14337026,0.2106345,0.0037567534,0.012548441,0.003703075,0.0043819873,0.015249146,0.00060523394,0.0018195257,0.0005131734,0.0023411924,0.0036581843,0.004045054,0.006667536
0.20855983,0.17926985,0.14432634,0.26222074,0.53135455,0.2781169,0.20991853,0.21001817,0.23029803,0.25086012,0.26230893,0.36549488,0.0022263105,0.003371049,0.003933261,0.0045761922,0.016035317,0.004388242,0.005300153,0.005853235,0.0049202703,0.0051369164,0.0026780649,0.010188961
0.316194,0.18919565,0.24564745,0.14567874,0.24654232,0.09896556,0.18280844,0.33672497,0.22133522,0.36166537,0.34548917,0.38982245,0.02747933,0.0014263963,0.017916204,0.0032437362,0.008481185,0.002301044,0.004030387,0.017546056,0.0045552524,0.01777291,0.005034112,0.0044679358
0.22998463,0.21575856,0.13638355,0.14545721,0.3625573,0.14594404,0.16371681,0.21290135,0.258482,0.40644148,0.39051574,0.4251313,0.0056044795,0.0028903699,0.0026315614,0.0037497007,0.01714445,0.00597335,0.0043935757,0.0025035513,0.0023724884,0.013926329,0.0036316079,0.00590597
0.21662748,0.2752412,0.18094453,0.20696145,0.35075772,0.13984337,0.14728643,0.18664053,0.27166465,0.34548923,0.3394862,0.3590646,0.003351732,0.024552759,0.024590947,0.00721411,0.034951344,0.0031684232,0.0071481634,0.003116925,0.011169594,0.019917954,0.0109506985,0.015278238
0.6859865,0.1990828,0.10965964,0.11774012,0.18910469,0.48447177,0.177351,0.18339035,0.12225306,0.1259547,0.13015364,0.173673,0.0054459837,0.0036518744,0.0034702236,0.002595665,0.008189166,0.0058466704,0.0032267089,0.004961675,0.0032659317,0.0026156132,0.0029959641,0.004202524
0.22283117,0.18874502,0.18928736,0.24396013,0.40554893,0.30346256,0.36874563,0.29611886,0.23117647,0.22207855,0.2360731,0.3548587,0.001722508,0.0025824236,0.004375551,0.0025662128,0.006392494,0.0029146161,0.0045563127,0.006215797,0.0030637938,0.0060190945,0.006600208,0.0077729276
0.2379835,0.25027025,0.14565037,0.28229302,0.29086637,0.24138542,0.31141338,0.27354017,0.3516839,0.2575275,0.23529851,0.28955808,0.012047494,0.018876381,0.006954315,0.008930905,0.015010545,0.0058792853,0.010816921,0.0065433336,0.01575037,0.014480283,0.002803783,0.017953126
0.3456704,0.2911355,0.24186994,0.21721356,0.3993107,0.2993816,0.14304096,0.14161281,0.15134928,0.36253092,0.28168097,0.2838815,0.009267981,0.0047679334,0.008070536,0.004208969,0.010963136,0.010081143,0.0062024016,0.0057415697,0.0025337525,0.016379427,0.0045171026,0.0035407434
0.25295946,0.22426961,0.28107998,0.19710736,0.34223458,0.27423787,0.2957999,0.261046,0.19886951,0.33176485,0.24799733,0.29517236,0.025498018,0.007297206,0.015971618,0.003005774,0.011046825,0.0074229883,0.003685273,0.015635725,0.0057197884,0.011644314,0.0060103266,0.00879389
0.2568425,0.13871229,0.30977842,0.32415095,0.2865152,0.32698715,0.16950344,0.29840526,0.12407638,0.23483245,0.114491634,0.26516116,0.022448167,0.0069638877,0.021709,0.016346768,0.010231363,0.04347433,0.0067840195,0.03965317,0.006011791,0.029521123,0.0060007772,0.04405722
0.25906366,0.26530942,0.2957575,0.15580985,0.13216606,0.18040633,0.13970536,0.1646269,0.18502215,0.23252149,0.28100705,0.23288532,0.03571897,0.026621914,0.055337194,0.024488475,0.025850967,0.053849842,0.03786534,0.03249126,0.03465936,0.026974319,0.042964004,0.036127556
0.2582828,0.27479464,0.24995586,0.27161944,0.36749092,0.31974083,0.31220633,0.2446036,0.2591391,0.33943763,0.23107103,0.24039856,0.0025558677,0.0014155611,0.0005797732,0.0025815777,0.005046249,0.0062037003,0.0026153661,0.000584018,0.0008470264,0.008275729,0.0012404575,0.0014596464
