cens1_mean,cens2_mean,cens3_mean,cens4_mean,cens5_mean,cens6_mean,cens7_mean,cens8_mean,cens9_mean,cens10_mean,cens11_mean,cens12_mean,cens1_var,cens2_var,cens3_var,cens4_var,cens5_var,cens6_var,cens7_var,cens8_var,cens9_var,cens10_var,cens11_var,cens12_var
0.38432655,0.09867333,0.17589313,0.081240214,0.4328339,0.15748477,0.19525053,0.3707868,0.17863919,0.20359462,0.1564376,0.3060328,0.037296984,0.004840926,0.025902726,0.006783086,0.023754496,0.010074437,0.014957569,0.011760168,0.018175298,0.0267931,0.01560812,0.030002652
0.5681461,0.06872239,0.18931009,0.034443136,0.21508746,0.29154766,0.14473146,0.35896084,0.044941712,0.14636692,0.12698622,0.13446628,0.047713198,0.004358107,0.03145787,0.0048132027,0.025386777,0.058690984,0.02200571,0.018927831,0.0034940632,0.034150798,0.02680345,0.019177819
0.15877087,0.18009208,0.19937783,0.15985687,0.2612805,0.38006696,0.42893097,0.36521545,0.29460695,0.24986076,0.21361455,0.2685559,0.0092853755,0.003302434,0.006287181,0.0049850387,0.009357735,0.005269028,0.004266861,0.009103968,0.0050086346,0.003198693,0.003224822,0.016765572
0.044309516,0.05589758,0.04517952,0.65023553,0.19003625,0.013846456,0.029412985,0.04538456,0.02818178,0.06000815,0.6645878,0.044260774,0.0023275083,0.011376061,0.0134213,0.005627619,0.023301968,0.00081959576,0.003035321,0.0021370063,0.0046791313,0.0025917387,0.0029438299,0.010606298
0.08026702,0.1001211,0.017026972,0.15993965,0.22953273,0.22530308,0.41055763,0.26319367,0.24453019,0.5439376,0.17385325,0.23265103,0.009087502,0.005567416,0.0007847505,0.019273104,0.019575315,0.015536733,0.018118273,0.0039273095,0.014390451,0.014711355,0.0076283836,0.047908686
0.5280077,0.026027003,0.3941306,0.41753757,0.078192435,0.082316466,0.17209214,0.35461375,0.12420999,0.11479643,0.14244121,0.2865444,0.00543864,0.0016994658,0.004021133,0.0034763925,0.009255052,0.013909385,0.008237063,0.0101522505,0.0049426,0.011132163,0.014711844,0.004688698
0.105717614,0.15842907,0.091268845,0.07708319,0.07701788,0.17784977,0.44966567,0.39165664,0.30347803,0.29053012,0.27952406,0.17881781,0.012326304,0.013361651,0.0057829064,0.007852712,0.010140212,0.021487327,0.0377329,0.022963112,0.03418015,0.03620569,0.03300121,0.034854114
0.12366102,0.12914185,0.21686259,0.19918106,0.26784226,0.31533775,0.38607413,0.40359235,0.25994548,0.23312919,0.15189862,0.11085218,0.008220421,0.0074184127,0.023081144,0.011606736,0.021661704,0.020675678,0.027452962,0.033258956,0.02517635,0.032226164,0.019831173,0.010505247
0.084463775,0.3969702,0.3211233,0.10351722,0.1691235,0.08659956,0.30167943,0.17511618,0.2320759,0.22844285,0.18004785,0.21758139,0.014167808,0.0419481,0.033450715,0.017148176,0.037473056,0.016761634,0.0387303,0.021862013,0.05091954,0.039735276,0.02683319,0.039124995
0.2771817,0.25264493,0.32478288,0.36729938,0.2526312,0.24538898,0.24042654,0.3273081,0.27129295,0.2906063,0.281734,0.21789286,0.0068317954,0.004215765,0.0053862897,0.005920116,0.00068105315,0.0021851321,0.0012557142,0.0065640514,0.0032305652,0.0046394896,0.0032046011,0.0009914567
0.22042045,0.027506085,0.11313382,0.30515295,0.35932454,0.15577541,0.32582015,0.15064973,0.43989748,0.28372705,0.16991809,0.3939308,0.009211592,0.0033751647,0.008866192,0.015890526,0.01505486,0.005327335,0.004811239,0.008618265,0.011386115,0.011562738,0.0060385894,0.004380315
0.076404266,0.121316485,0.5043289,0.1827464,0.113625854,0.15685585,0.29515576,0.6019232,0.19764982,0.21428987,0.113478266,0.0813089,0.00923116,0.0027802975,0.011583249,0.00468449,0.002881881,0.011793576,0.0054115057,0.0041970387,0.0121284025,0.014924625,0.017526204,0.003218972
0.48241886,0.42199764,0.30708402,0.2421826,0.24431123,0.23367055,0.067319945,0.12547708,0.13269734,0.30677006,0.24284874,0.3159297,0.0016555139,0.0051815524,0.003752971,0.0007439287,0.0010550123,0.0015250117,0.0029850763,0.003742258,0.001352314,0.0038014778,0.0014397122,0.003956402
0.26003736,0.28787076,0.29376215,0.30685243,0.2709318,0.27282786,0.32697588,0.30822203,0.27021527,0.26411662,0.26530498,0.27334076,0.001757129,0.0025475423,0.0029778208,0.0043001925,0.002605052,0.0023927712,0.002725712,0.003304798,0.0020528743,0.0019411478,0.0021849568,0.0026618289
0.28348607,0.24490085,0.23001045,0.23957121,0.24537943,0.34824854,0.370754,0.3416916,0.26385874,0.2500296,0.24643566,0.25926158,0.0054141637,0.001577287,0.00228021,0.0024915352,0.0012472331,0.009198912,0.00999184,0.0043114466,0.004442828,0.005452482,0.0028775549,0.004332945
0.09311131,0.13709386,0.13208066,0.26716614,0.35363388,0.52218544,0.38495052,0.23458737,0.25964606,0.26411715,0.22379887,0.1623481,0.0029081441,0.00451204,0.0058879014,0.018237498,0.004754508,0.009513692,0.0045157946,0.000708176,0.0017452616,0.0014012961,0.007969855,0.007042375
0.142836,0.1417895,0.2497476,0.32388183,0.54382247,0.26010647,0.21318023,0.20730041,0.1650088,0.18730585,0.08846532,0.1223423,0.0164054,0.016280621,0.02408163,0.038103875,0.027662614,0.03448613,0.021758184,0.017712597,0.013747477,0.025441524,0.010311933,0.009503294
0.10565838,0.23570475,0.047153547,0.25884208,0.32580435,0.081546776,0.18790933,0.30047113,0.44454533,0.33941463,0.25636578,0.34500617,0.0055650617,0.0048385053,0.005541445,0.014496281,0.02537959,0.008609197,0.0146863405,0.010383599,0.014692419,0.010520314,0.0028972102,0.010579447
0.4567552,0.10733008,0.0931669,0.049833383,0.30551937,0.24770719,0.081997015,0.1736907,0.0657169,0.45457578,0.08744581,0.305399,0.01859348,0.009111456,0.017156666,0.0059682913,0.020944998,0.07299897,0.008489934,0.028717062,0.005790197,0.046492074,0.009376931,0.021790722
0.27842328,0.20322436,0.2866638,0.24696542,0.3866584,0.28078565,0.17679007,0.21196823,0.17550902,0.28737706,0.37203038,0.26964283,0.012756506,0.0052314103,0.012146713,0.0057310304,0.010340259,0.008191927,0.0057128984,0.009725547,0.0058086603,0.008609213,0.013427221,0.011381849
0.47120985,0.12887864,0.20291844,0.13709451,0.41944972,0.32369143,0.056876127,0.183575,0.09023659,0.23865001,0.16053191,0.2921914,0.0047226804,0.010279149,0.020114738,0.0080964705,0.02585297,0.031807765,0.0044048512,0.022531427,0.007890017,0.03714043,0.016133837,0.01867565
0.2669874,0.20388786,0.18445669,0.24610454,0.4512444,0.27475023,0.22783615,0.21026966,0.24804816,0.30620083,0.27046943,0.36375692,0.008644487,0.005173542,0.0020608534,0.0036625785,0.00997044,0.004152539,0.0033502136,0.0021076177,0.0016214252,0.0058264355,0.0027687615,0.0072691273
0.34053928,0.21087764,0.30796587,0.26228452,0.32955012,0.25194302,0.20586412,0.18634951,0.23025686,0.2815234,0.2525123,0.391655,0.009684416,0.0014409745,0.016062759,0.0042492733,0.008863261,0.0020907526,0.0021136862,0.004272716,0.0014347663,0.0076829633,0.0046653072,0.014811992
0.24687156,0.23714283,0.57035124,0.11402705,0.14425904,0.11541823,0.19983679,0.1439528,0.106997676,0.43100718,0.29124248,0.34751195,0.002079635,0.0015935343,0.0047508795,0.004084467,0.0049332012,0.0062810946,0.0009403571,0.0035126968,0.0048898463,0.004793468,0.0039764936,0.005123999
0.07287451,0.42539823,0.30766782,0.060558263,0.016790658,0.046199158,0.67759985,0.32013705,0.05777914,0.0,0.14981341,0.027736846,0.00841122,0.0073100347,0.024344992,0.007735815,0.00097347377,0.0050218576,0.030973176,0.014300176,0.0082264105,0.0,0.0147846015,0.002816288
0.18956962,0.26266629,0.28775373,0.18195717,0.17732282,0.28565675,0.17857923,0.17515932,0.18382432,0.3886202,0.14860485,0.23620974,0.02339161,0.023784501,0.02129255,0.018605847,0.02758835,0.038896296,0.04393201,0.028550936,0.014421611,0.051949803,0.017746696,0.030953215
0.17756991,0.30232942,0.22290799,0.22201882,0.4966134,0.115368575,0.17341575,0.30074447,0.115739696,0.3516448,0.15408882,0.2956041,0.009004295,0.009670356,0.021718126,0.012170216,0.013935372,0.005230112,0.012023251,0.0155948065,0.0071423263,0.013913358,0.009961899,0.019207144
0.31931153,0.37959117,0.265705,0.1011805,0.15348981,0.51798445,0.15028165,0.1119002,0.18219978,0.28584293,0.049819726,0.27054113,0.010561276,0.0055371947,0.018669877,0.009584945,0.013846886,0.01395252,0.017030723,0.004929384,0.0072059166,0.040276688,0.003376146,0.010712379
0.39236486,0.09861913,0.38394493,0.16289395,0.031647652,0.07455583,0.15178652,0.5999687,0.21808103,0.0790305,0.14333883,0.07671679,0.03396891,0.0029376906,0.04541826,0.02995939,0.0022688292,0.011593671,0.0045390762,0.010941692,0.01399191,0.009290764,0.02447175,0.0033447521
0.33158854,0.15393059,0.28545928,0.1916306,0.2959494,0.22541682,0.2497532,0.4501124,0.18430331,0.25019893,0.2048441,0.34105125,0.023688857,0.004951836,0.013242246,0.0047323047,0.012462117,0.0046534184,0.004879251,0.004412842,0.0027091338,0.0067108953,0.002982554,0.004568475
0.25281423,0.43874916,0.16760336,0.2087071,0.2410575,0.23736592,0.46396023,0.20920578,0.23952164,0.26550823,0.2591469,0.22710021,0.0052213348,0.0035407,0.0045088367,0.0040093856,0.0049873157,0.0024051224,0.0077200406,0.0025293874,0.0011999618,0.008843797,0.0020561214,0.0048784683
0.2971325,0.26055303,0.32108146,0.224078,0.2171463,0.2012558,0.26417804,0.4134286,0.25595534,0.27832332,0.20212394,0.30486447,0.016308172,0.0045014145,0.010295953,0.0012786086,0.0039173216,0.0038101214,0.0048259753,0.01979845,0.0019473357,0.010198085,0.0023191785,0.0062425355
0.27521577,0.16249608,0.28071567,0.1478895,0.17273764,0.26784217,0.23762845,0.3463846,0.31235456,0.24577712,0.36071864,0.2172798,0.018353561,0.008990795,0.010880647,0.007818451,0.008502706,0.014709693,0.010564798,0.024433231,0.01014146,0.011193645,0.049466323,0.00893843
0.24710497,0.20683183,0.4115152,0.2518294,0.19621636,0.18672138,0.18572477,0.37339804,0.2120836,0.17206898,0.07118895,0.113899924,0.075158305,0.027033797,0.06401066,0.027759578,0.014182794,0.007336387,0.0061229393,0.05252465,0.019337147,0.015769895,0.0044752234,0.010022553
0.20556782,0.09637272,0.45995829,0.20042926,0.1086726,0.27482018,0.06697621,0.23961958,0.34048674,0.307508,0.43203175,0.073947154,0.018672677,0.0061274315,0.025738742,0.034654252,0.008402461,0.0037310596,0.0041013076,0.01399535,0.0054305526,0.0068330355,0.011571081,0.0057238284
0.12217763,0.08180394,0.37250665,0.17431858,0.120478064,0.24579468,0.31202134,0.13055919,0.20881128,0.45899504,0.2517395,0.1901779,0.008656736,0.0038453927,0.056108564,0.021243114,0.010215268,0.062226333,0.021263992,0.012263525,0.0046421457,0.02439491,0.012085935,0.029340629
0.20903997,0.27807772,0.23621069,0.22177446,0.4613343,0.2056744,0.2710311,0.23312645,0.22848858,0.26513368,0.241677,0.25775018,0.0049942057,0.015243518,0.0053229663,0.0154840015,0.052035496,0.0021494464,0.013884899,0.005695516,0.002528696,0.01562823,0.0071832365,0.0036739148
0.28476718,0.33804244,0.40633503,0.20666802,0.17280093,0.25023186,0.158066,0.24036571,0.16588853,0.2635152,0.17620066,0.24020843,0.01701066,0.0171739,0.038818564,0.013341809,0.010331189,0.0355966,0.014828905,0.017145665,0.024722127,0.019243453,0.016148394,0.011693739
0.0,0.0040010205,0.16155933,0.19521184,0.59229773,0.34582728,0.31159836,0.13153295,0.037159473,0.0057936115,0.032356,0.03793622,0.0,0.0002655999,0.07745386,0.0385503,0.12519674,0.019895876,0.02676254,0.041836455,0.008015519,0.0006464381,0.0044006626,0.0043119937
0.015391367,0.0055553974,0.08726022,0.4534124,0.065390356,0.41366276,0.33496648,0.2537983,0.0011303204,0.011649689,0.16946255,0.18355942,0.0015514534,0.00043076434,0.019781983,0.09462219,0.005339523,0.021174796,0.009948474,0.052442778,3.928086e-05,0.0009883099,0.0684369,0.09750953
0.0031030914,0.018059954,0.006468106,0.07247537,0.8347569,0.27351227,0.065086976,0.0045583635,0.053910572,0.31271344,0.011712284,0.03663335,0.00022417179,0.0023384849,0.00039950828,0.0129786385,0.008489249,0.0064801136,0.006350777,0.00030581828,0.009060933,0.06036806,0.0007505685,0.008652996
0.037056122,0.16541925,0.1340637,0.046524122,0.13677159,0.48000723,0.5504073,0.14476472,0.055284515,0.2249338,0.18157673,0.22269519,0.0030157738,0.051758777,0.030211682,0.0036443158,0.031041304,0.004551819,0.010869921,0.012167911,0.009889187,0.04635067,0.0074132197,0.031165095
0.6516512,0.100360684,0.04520431,0.15097815,0.20586526,0.45846862,0.12405083,0.13008246,0.22593224,0.032276474,0.0903753,0.0773693,0.031401135,0.0054340665,0.0032058551,0.019136766,0.010927153,0.02335,0.0060914955,0.019126663,0.034969512,0.004346616,0.024349054,0.0071241516
0.4719893,0.029489445,0.11496816,0.046828687,0.3550137,0.07057052,0.033451527,0.0892373,0.20719296,0.67485386,0.094707206,0.075916804,0.015294635,0.0011778275,0.017832275,0.0034699899,0.018623048,0.0030784735,0.0014959667,0.010070821,0.02058173,0.006842347,0.0037560912,0.0056195287
0.08270619,0.15341966,0.13683277,0.014718236,0.119596004,0.15154602,0.6595473,0.0855031,0.070212506,0.26522985,0.14705554,0.4145137,0.009457022,0.011003045,0.028219784,0.0009774755,0.022983534,0.011494851,0.027223485,0.0042502335,0.005095732,0.030488005,0.020016886,0.031322572
0.2264442,0.089043945,0.52916104,0.03167764,0.10309858,0.1771143,0.13538486,0.33361924,0.37099114,0.35884914,0.044428065,0.04012767,0.05399163,0.0063392734,0.02841353,0.0018008657,0.02692678,0.037195902,0.007368833,0.023326766,0.008659962,0.018664945,0.001993545,0.0036452762
0.17611048,0.24654128,0.68160087,0.116544284,0.1440553,0.02737492,0.06915414,0.05564806,0.18415348,0.45936328,0.12339081,0.040488806,0.023750354,0.0074193375,0.010843336,0.0124175055,0.022135938,0.00359651,0.004211893,0.008545798,0.0066320086,0.017930703,0.018850792,0.0026413691
0.47043887,0.14138564,0.23383875,0.11268735,0.3047107,0.1982982,0.14903335,0.40463772,0.12663293,0.14149506,0.14947747,0.19332875,0.043053698,0.00832393,0.028196687,0.012298457,0.034071878,0.019754792,0.014961918,0.044660624,0.005703608,0.021849934,0.034834784,0.009933076
0.26970047,0.04736265,0.1451837,0.048796006,0.2885786,0.19105025,0.19072461,0.3174475,0.22155346,0.46856382,0.12838939,0.20318946,0.053754527,0.0047205505,0.022347583,0.0060653994,0.028625755,0.029342262,0.012171911,0.022859694,0.010866772,0.07339576,0.006148629,0.04817251
0.17928007,0.277595,0.35033438,0.26018882,0.30112085,0.24810673,0.28558275,0.3670715,0.2645637,0.3130058,0.20758303,0.15337944,0.004162142,0.0068438323,0.012228328,0.0019292175,0.01327967,0.0059535713,0.009038931,0.011514745,0.004382014,0.01600867,0.008239091,0.003750069
0.10530181,0.09617293,0.38298556,0.049094964,0.115869746,0.2926524,0.15554935,0.63420033,0.12941867,0.21363282,0.14194068,0.06335146,0.026709342,0.012053147,0.020175643,0.0041121533,0.007675301,0.038242158,0.012768219,0.031745862,0.010270563,0.027651617,0.020038398,0.007275237
0.099427946,0.09852279,0.4849854,0.09407566,0.13671987,0.26109177,0.17552422,0.6536012,0.14014813,0.1359305,0.042122547,0.093723334,0.015429488,0.007975265,0.01245164,0.009593417,0.008583884,0.028184256,0.009132522,0.013874222,0.008042853,0.01735005,0.0050429394,0.0072549544
0.35409072,0.18184215,0.2507744,0.1579161,0.44892317,0.31588152,0.15757994,0.27277738,0.08786581,0.07694098,0.1329091,0.36074802,0.0109819155,0.016065974,0.015020107,0.0049226014,0.015715292,0.047016773,0.0047143414,0.036479987,0.005401568,0.0056274636,0.014337333,0.015596814
0.24432893,0.25615236,0.36200038,0.25672033,0.3663316,0.2449186,0.14669158,0.2525047,0.19292426,0.393281,0.23159206,0.13863337,0.010908516,0.009204653,0.025128629,0.006273414,0.010522898,0.00862295,0.010380333,0.016559744,0.009497737,0.012952624,0.0051757293,0.008411225
0.18006027,0.090791464,0.1853243,0.19304048,0.2147501,0.38227034,0.24855298,0.22612764,0.20531905,0.18829913,0.53101945,0.28618115,0.011225455,0.0048472984,0.0032728123,0.026966808,0.008266886,0.013378365,0.0131755015,0.010734681,0.007718942,0.0039200466,0.010744796,0.02692901
0.2244683,0.23758598,0.2173719,0.19875431,0.29702124,0.24832335,0.3713157,0.25050217,0.20140357,0.24387115,0.27572638,0.42729104,0.013276759,0.012706689,0.0047707274,0.003602554,0.009621435,0.006731286,0.010306801,0.0075076907,0.002417882,0.009541425,0.003839472,0.013013654
0.32249355,0.37934223,0.30506527,0.1293767,0.2716715,0.4264278,0.29857254,0.27033025,0.122908756,0.29320222,0.06880033,0.12343319,0.01022097,0.0138342,0.012508483,0.0019288547,0.004628766,0.0076274434,0.010300414,0.008125666,0.0059868456,0.0192013,0.005893144,0.0032048165
0.24776249,0.23962209,0.2925862,0.40583277,0.22605057,0.24359281,0.2889042,0.5341772,0.20893267,0.18827838,0.093190886,0.1488894,0.0025195575,0.003333757,0.0024443166,0.0045338646,0.00035396777,0.00040273982,0.0036469414,0.0067778644,0.001599884,0.006962663,0.0037232765,0.005420043
0.10865616,0.20640442,0.3385321,0.20290068,0.27899322,0.3183568,0.36136177,0.41285387,0.24151772,0.3461474,0.17701796,0.12235871,0.010088475,0.0039154035,0.0133343525,0.001729292,0.005459838,0.0059906864,0.0063661565,0.009028574,0.00093536096,0.01519829,0.0025102745,0.010652793
0.23961107,0.31926128,0.2718079,0.2834601,0.26869726,0.23884843,0.26106855,0.25166276,0.35355863,0.34002185,0.21071106,0.20564893,0.0037782113,0.017757187,0.0053867893,0.004900586,0.003890338,0.0012654668,0.0051322808,0.0026667241,0.013962623,0.021413546,0.0043318192,0.013973388
0.09235891,0.42625412,0.067185715,0.076530755,0.143668,0.12387367,0.654433,0.0831933,0.07455669,0.062125646,0.09394918,0.21860507,0.011786854,0.011324578,0.008795675,0.0104704695,0.050638434,0.017115116,0.06735087,0.008821296,0.010460024,0.009378086,0.0068380805,0.049408406
0.27578038,0.24706496,0.42581925,0.22967501,0.20638143,0.24520132,0.25470376,0.49908406,0.29735333,0.19757909,0.13420328,0.12601659,0.004302073,0.0009851,0.0065398244,0.000827233,0.0019890247,0.0028052297,0.0019575716,0.00748219,0.0035665545,0.0025267154,0.012938347,0.0049279095
0.18669254,0.41171736,0.055363707,0.15809123,0.18897879,0.2863769,0.16805576,0.19795246,0.2791256,0.04901084,0.2953316,0.07146668,0.027590211,0.075663015,0.0056344187,0.036280595,0.044272106,0.031470515,0.03464305,0.033388346,0.03458994,0.006404681,0.069837,0.010326482
0.23021775,0.22987916,0.2683853,0.35342777,0.34599075,0.35808414,0.31956398,0.27203515,0.24377933,0.24528408,0.24301921,0.23033181,0.001211435,0.00091622357,0.0017844407,0.011193471,0.007551058,0.008440147,0.008072666,0.0014583615,4.36043e-05,6.4796324e-05,6.0469523e-05,0.0006871317
0.26455843,0.29393157,0.2515632,0.32087317,0.33733466,0.27270103,0.32617056,0.25676158,0.27007788,0.24247216,0.254923,0.30507055,0.0015307054,0.004559947,0.00045021868,0.002678457,0.0035028413,0.0009713148,0.0031568222,0.00072072085,0.002858204,0.0016103626,0.0015302192,0.0035578536
0.23446007,0.13762593,0.29107425,0.26487055,0.2321754,0.28530622,0.22204708,0.35230982,0.16231462,0.3412328,0.24579982,0.27653676,0.01630886,0.0038191609,0.018781872,0.022326792,0.0076676635,0.013214975,0.008122082,0.02086433,0.0070791277,0.015860487,0.027450034,0.021445109
0.21730076,0.08233128,0.25737187,0.09326219,0.3859491,0.27663544,0.28879863,0.43538997,0.11171732,0.29470426,0.042218804,0.14510377,0.035249062,0.0071472665,0.031384915,0.009526593,0.029539058,0.035617907,0.0067709745,0.027182652,0.0054875785,0.03887845,0.0085329,0.015318465
