spectral_centroid_mean,spectral_bandwidth_mean,spectral_contrast_mean,spectral_flatness_mean,spectral_rolloff_mean,spectral_centroid_var,spectral_bandwidth_var,spectral_contrast_var,spectral_flatness_var,spectral_rolloff_var
1913.933708294238,2124.2279658249317,22.345862901562278,0.009976684,3724.1699785201567,251866.4330354659,88912.84973106415,23.96853189764392,0.0005868493,1131381.2146897626
1676.3757837917528,1873.75189673148,22.294648106039368,0.006187744,3265.841341498838,251809.21030222764,181377.2081287876,22.97478808733701,0.00018640878,1265893.4865545346
2536.9127624253697,2865.8778901359046,19.15054909179511,0.029618857,5809.619840330896,873703.9920613823,374828.46148264495,16.854495052884108,0.0015957702,5329557.66016062
1278.247931875382,1580.1409085339956,18.781475173007742,0.003964479,2369.619753340434,186861.3513931702,176475.24832318877,25.63260562623432,4.504135e-05,1285507.1559359299
2341.689524078624,2351.0632324974085,15.702990464444783,0.042287324,4542.379994765443,169056.29922052065,107849.95863400477,11.034334568629685,0.0010344044,1052538.6477679282
1653.9653469910297,2532.3740436434587,19.048793066412895,0.006124854,3518.677173853844,810543.7111767185,274952.72467134794,25.64510206628589,0.00019276535,5917476.982160663
2176.880996237653,2620.5193131868564,17.59042176623317,0.023455892,5001.740082565981,437712.4234718133,259534.86741738732,15.433096782633308,0.00061759277,3441430.6459234566
1057.1519626709633,1709.3093729555112,17.828840326012084,0.0025290025,1886.9240664032243,190937.20390801356,85032.8013941348,20.53780402823194,0.000109693254,1416826.7710472231
1430.8399304054346,1804.0032183495757,18.357429749712793,0.003795734,2991.8726134355634,223083.12397738514,86298.4392426936,23.97970144298944,4.9533308e-05,895824.9809373096
1306.0589307867103,1696.5654895067053,18.424814390375992,0.0040429994,2627.509466831671,243424.04679497622,95562.87329582951,32.81115596700921,0.00016025049,1220956.9452927366
2773.3871019907274,2704.004650358919,16.789325462098724,0.067641795,5883.234706320198,342563.0208535405,163944.0949783858,16.051141428942177,0.0018415111,2396468.8547361814
827.8143889492444,1396.6012935197712,21.252703730658663,0.0007994219,1174.6604157085108,391033.795295671,339155.1750466902,26.788949519018413,3.051316e-05,2264157.453589065
2228.470739755351,2481.3077838008685,19.791240339431482,0.024066197,4780.896497234459,960888.890962578,416132.5942611976,21.21662251090746,0.0021765826,5215045.255914853
1831.2372734001292,2022.600228693008,23.10117640891431,0.010249956,3518.1684498450813,459872.4891195048,169411.3107713605,25.357156108099584,0.00084949646,1913086.1575608605
1822.1979801374328,1991.0768734995147,22.988213392432,0.007629181,3511.2277497824825,797237.8061884566,400515.5777443555,26.189883423338173,0.0005667986,2915600.3954275777
2679.6467357802344,2315.674779211383,16.7987245030723,0.038947392,5097.3395101604865,240836.22130253693,193195.86268193708,15.530782800007508,0.001431884,1404618.0710319327
1287.6900367509259,2016.275649925315,22.22466653662927,0.0011271363,2777.1243638349633,72545.59978497734,150513.8223629035,34.6986649127964,1.116566e-06,653211.437254959
833.8804437839626,1103.3203287518163,20.485153815119247,0.00025549962,1188.2792076152207,13157.033165421553,19659.069066662156,30.74297640764436,5.5921547e-08,60070.829499961386
1324.502439807908,1539.8654512363798,20.97245625386142,0.0024427234,2725.009342019268,72833.66988597793,72644.55925572642,31.156698859871774,2.2785485e-05,453993.7053037795
3208.6233344712914,2839.7807351574015,20.028039065624643,0.057908002,6657.223730242169,445270.7090762762,35251.12304278557,30.073413160620678,0.0035421853,792273.6626216257
2865.4716812059996,2930.0957305167567,16.95567112143928,0.03732229,6359.125167172976,802491.6924022712,262086.98107469757,19.64667996052745,0.0017277653,3326451.31923025
959.9978403545617,1460.6686025922545,22.55495474826326,0.00069096015,1575.1096079831525,188718.54980952758,410563.1197196936,31.337670182634373,8.786434e-06,1240609.090274018
2260.4711676862157,2108.7507240247123,18.208996605756674,0.024008919,4342.609914340869,28213.306043454202,7307.363045988789,43.52489970537633,8.153752e-05,79703.37856202987
1288.933899384681,1683.7264820586986,20.720306291730633,0.0018175814,2608.711697721001,15657.335473461124,14472.47301293967,12.303678390069543,7.2066564e-07,143699.43882733342
1073.5017173206352,1447.8967663724698,20.856479923590705,0.0010734149,1868.9686108152596,30068.75371339504,38425.44593991503,24.41571439637818,8.546486e-07,147850.19417694779
2859.7594088066894,2711.9879229895546,17.123764649961075,0.043310586,5846.95577599333,255001.53668235775,63636.78763415442,12.399418214834308,0.0010869933,704379.9424447458
2478.557442850101,2539.3732652920994,15.882103592015303,0.039730117,5097.739817577217,198440.44831524644,115834.35991475865,19.11547706419743,0.0006767547,1275798.498575435
2659.305675424133,2554.141231200322,16.60389344730625,0.045644343,5578.300531625194,173044.97111761765,39032.62077536927,20.032322690372965,0.0009290216,443451.6950130578
2187.1171291124433,2202.5024195745314,17.434255055702096,0.016436342,4361.306316614704,277593.0119945613,85223.61727861845,29.63859344927062,0.00064148114,724427.2022030063
1880.2005889532225,2182.602239392149,17.72449400372092,0.02885816,3917.993787159223,1336807.9767737517,501533.7884897278,22.5825579386253,0.003296678,6186449.096922972
1215.8611804522832,1963.4675084220685,19.796152628573694,0.0034966392,2372.441055050029,248729.7545400288,170029.9168915419,26.588802986187375,7.371942e-05,2022033.0207076136
826.2595050377837,1220.7908803424525,20.790931975043314,0.0004993253,1542.6383388014792,108543.0326531431,59947.003589329935,28.61063900274031,4.255509e-06,658871.3688878921
1349.4744993957283,1939.1775053002168,17.351389106808796,0.00675919,2843.9316043720996,320407.04168241285,155468.574062754,23.01532142185601,0.0002015391,1739062.9117839031
795.6387914664759,1165.953534492005,20.52536401145838,0.00062275864,1407.939562808627,128283.39751329589,118699.62538017186,32.396104283659405,1.2090407e-05,626663.1343704587
2492.002188999518,2156.206093156314,17.740002725649095,0.034123607,4393.447911379785,105586.67543984838,62224.975282709434,23.574847121003383,0.00040230324,473504.48236230144
2040.475713966009,2266.643688363264,18.02528012666203,0.0213657,4148.9778809728405,414548.21905733604,227258.53265361118,21.694261534420562,0.00086295546,2353988.27776062
1554.0012792735954,1906.8645249912404,17.948511872224348,0.009332173,3077.407815672129,172973.5785652576,199541.66966574138,15.869855130237273,0.00014452303,1198223.1455157765
1644.359731212565,1624.175319305676,25.29456208357925,0.0010740687,2629.382295896172,55560.17459880915,40218.22532031568,45.45606437191054,1.0151006e-06,230813.38695991537
1562.9979485239032,1775.328386954288,21.59601359869478,0.0032934216,2776.3821271664406,252042.89845323595,156103.08491393627,27.09812949928839,0.0001556072,1264091.601206745
1078.9487423545959,1430.2129317613942,20.188836316178737,0.0019158846,1930.785566360934,172631.26069075463,283893.9584553474,26.416161360914593,2.9393686e-05,1399721.6423948626
1215.3929109934475,1531.7601809562093,20.82668069605224,0.0019997233,2044.3532977706236,155095.9400961411,261723.4218869211,34.755039782463996,2.115545e-05,930478.5401535031
2010.0825936856334,2054.842563677996,24.28728467108698,0.0045892093,3937.8949300319027,289502.7247391435,151318.98938318674,28.063071787523516,0.00012793097,1205734.2213193094
2998.696355385848,2288.5065991034867,17.93083382970638,0.07016457,5254.301716208365,365657.4559439177,84635.15844014104,15.300325040266628,0.0031703946,1160512.1256284046
3006.640372169517,2839.7338895353487,17.177971385130657,0.05394775,6357.615674622386,154949.63104198902,62002.987631484786,11.214951803094252,0.000605228,425361.2857023025
2868.092124565767,2293.04071980984,17.908779939443573,0.048455063,4991.115037249855,95268.30688303581,59122.89044848739,17.59777171268526,0.0008297246,546977.6995784587
1562.0888965421566,1642.7283336229418,17.36899458724803,0.0078786975,2934.6453323186965,140320.55536802032,100133.96114106056,14.885244874166709,9.5072086e-05,591656.758887354
1236.5158778246932,1738.8164831297902,20.771099838204073,0.0028943508,2456.5281614603505,341560.45090524066,320561.05491701956,26.121632635697864,3.5063662e-05,2312380.112015354
2898.589193414647,2980.808575361148,20.874150923918567,0.02832124,6502.368504459963,286541.1628585808,95756.0850141339,17.762651826830076,0.000726768,1829830.606133207
1729.700030260432,2440.325983164242,19.59163186540537,0.00784676,3822.6181844547564,407291.2828317809,184602.3636654171,26.83084490991177,0.0002317873,2571158.005408844
2010.3998173933771,2303.1423704906106,18.21971237362245,0.01411959,4366.544961966257,249450.66046155288,263147.77069917414,23.85981859169074,0.00022187145,1680184.9340848436
1097.3995700339312,1414.9198214366147,19.679752224684535,0.0017103861,2197.2693635803366,161778.722754638,479680.01195645094,24.361048141196598,1.3517677e-05,1337100.164433772
759.7377646686217,1537.5645707627862,22.710571728534863,0.0002611504,1113.4634193757263,289089.4410744428,350809.01647741126,35.994588900233936,2.0717237e-06,1640964.2637546312
695.2803058636791,1451.8534240826186,22.206970823341695,0.00029604792,938.3372642936677,131524.89067801135,241249.24613717257,28.192302460641926,9.207633e-06,801577.0616677955
983.7263850699361,1784.3225865297625,23.832491051978486,0.0005299723,1800.4538976399363,348987.10126751545,576920.941580497,31.541168215217695,1.9120248e-06,2461978.634618178
1961.708916705756,2530.0184681819924,22.916713559140646,0.00641166,4017.174754839762,989878.7657834223,367514.86113973655,23.86765056196701,0.0003765966,5419315.711502604
1118.3250187246738,1538.8549390607204,21.41327914185592,0.0020656094,1844.2412880942584,244569.2328378159,197312.80997744086,26.095356242609896,0.00012910926,1056651.4574980095
1029.2730139878477,1741.276603668625,20.783976922173295,0.0012508964,1598.1856626101376,475678.1418824166,320034.4549439461,30.06003752717922,2.2416276e-05,2798930.132997899
1333.9323364890772,1850.4542979283278,22.21027831540223,0.0013252344,2397.9164838606216,91449.14712772603,151401.1168153249,26.260933899168872,1.0740458e-05,706608.5990550253
1081.1372116534124,1590.4359951330541,23.331327038669553,0.00085935736,2116.4157663863107,98351.63671560715,169309.6684267464,22.741198373652438,4.094566e-06,677709.3380682914
984.2764060783941,1257.378553550573,20.477220233601567,0.0005276975,1818.3815799013921,45822.75527620605,64356.160579647396,21.520155678464953,6.910787e-07,215482.602729973
1505.3994609114754,2063.1893788431053,20.765366033958244,0.0065108812,3063.268844710702,587116.156874953,370890.3521553246,29.199515782659397,0.00022811565,4104069.341675203
1921.120281798203,2354.9811327178263,24.24235375044738,0.006332404,4058.1164371127034,1143536.7942563447,441483.7855767859,26.249193829392414,0.00039123907,5944326.244890655
2148.220298805251,2418.243207976221,17.900679655789276,0.019458514,4525.11187418431,168969.04052224103,73169.77402207746,16.599797211911458,0.0005294954,998942.8974509321
1892.7004248627559,2209.543072327598,22.406863454433605,0.008368604,4155.966490991154,191687.66982352972,111230.73315336676,19.270251353137674,0.00016853333,1105106.8724229168
1845.7106839604862,2364.719291393228,20.792748382528277,0.010809545,4163.906011721776,450498.5119589376,173744.55854220092,19.058143097634126,0.00044424308,2288210.040600626
1308.1925753366384,1386.6974185888278,18.81148192763959,0.0027554168,2525.664588224971,57838.525660255444,64909.970114786585,21.43768428966412,0.0001403507,250678.9121069349
1310.5147567574,1379.773584740595,19.185842378726466,0.0027971966,2615.4668853783405,84741.5329557462,159064.75159519288,24.527861256900543,3.4984514e-05,435504.9206119234
1331.743963319159,1516.9658923524266,19.811763396829818,0.002324889,2599.2294157871806,62177.93395086725,100566.61185426154,26.878428288787692,1.1191966e-05,255913.15233439876
1506.7823326329942,1494.62051493541,20.052055452124634,0.002906262,2829.3013499673725,81352.71518744042,77865.03839794868,24.290859004840705,1.2256556e-05,244619.8334170048
1305.383030393572,1979.290223254805,19.1550424933184,0.0030381416,2546.4055162543573,44539.94163041304,43218.44678535005,36.770002541635094,9.1594375e-06,341642.6460668497
1216.315798688066,1388.1262543385228,18.59943885751446,0.0009811904,1859.824252737094,65659.9074211261,38440.53856950013,35.72092258038534,7.1287377e-07,177588.87677010024
1278.359491607852,1786.039542863994,20.439737625083502,0.0021178322,2869.4034018815255,88967.133192488,87242.4845076406,24.22113630208552,1.21762105e-05,339053.3269749728
2486.5530461348862,2656.2113448394944,16.118326086474635,0.030321557,5436.883596927043,177045.7633513436,76785.28016542499,14.822934453096856,0.00038388057,862743.5521007791
1060.642498449342,1170.7329393181556,21.199665765375133,0.0004073935,2312.5008888155985,65808.62715062624,32138.37428113084,22.63704710504109,5.871528e-07,233810.69424320848
1863.6848726177593,2041.8884055276828,17.254676113406905,0.012910392,3817.1647311919055,110516.33713941151,70481.73762304011,14.048703223019896,0.00018512568,490873.45046887046
1475.4457688063737,1967.48101553976,24.01489454639562,0.0037427163,2885.832846691034,682983.019804444,325112.815279485,32.862009113463166,0.00027302236,3795165.6981607624
2701.002809003558,2736.214014847394,16.748486791047178,0.03538521,5764.585255948635,124192.42782345292,69797.10579543248,25.09065731507528,0.0003249203,1198087.8510079817
1595.1311241118208,1877.1507753015176,16.66726290692971,0.012314243,3092.558268481313,176473.3101717716,186713.95089759788,24.21918877158582,0.00020672819,1157365.0886622863
1925.4503747883628,1752.3918887436084,22.284391051318035,0.003231497,3543.846502680819,161664.08558165588,66260.69840501146,49.237281266368626,2.2973256e-05,279187.2989180833
1088.5862379969565,1786.4754566495017,22.171571689953005,0.0013323387,1902.6658343604988,164124.9581963138,161485.8012623996,20.101426347002167,6.033349e-06,1105843.46268821
1100.4566131086744,1747.1575476160522,21.733960307719816,0.0018452874,2005.1648696202071,187063.24808632367,180506.51640752432,19.547159913971328,2.3168792e-05,1367281.5936675076
1359.0806735005156,1976.2567720944403,21.728010959988055,0.004097229,2670.8499492459396,391791.3047357008,233878.76853531925,20.219959336640432,0.00010107763,2492229.102321562
942.6143861099182,1512.9218514968989,22.233638973527274,0.0008145637,1652.3189009851858,78500.44473864071,159356.40348601577,18.385073814131154,1.6067588e-06,544066.35825833
951.5164000495603,1495.7393256903606,23.109945046831413,0.0011667657,1643.5204775549478,188130.01031753395,208631.1921422011,20.80734426513242,2.043269e-05,1189877.9904649192
929.3637993003886,1644.5746558322035,23.84957364630286,0.00062252197,1455.534446710399,59413.57246288641,138779.4883373953,23.605263285679108,1.134539e-06,425868.7642854669
992.6899971396705,1679.7272520325055,22.596993881706183,0.0008696136,1785.7986627211426,124810.32927255331,197683.34052012817,25.319619409429563,3.4061434e-06,1069866.774531244
1146.3464709111142,1825.5150572464443,22.76137954308033,0.0020037165,2154.846484526288,306460.01634633314,349392.65203908196,20.27758656744961,3.2533582e-05,2743156.9571602927
1006.7546134665637,1694.9628311122215,21.999176780187888,0.0009955139,1635.1640602306836,72718.42543114765,160998.1021324915,17.31326047763765,2.3155246e-06,443256.1742718687
1009.0238273818331,1080.375499522861,24.595295585794986,0.00024636072,1728.1771564557514,37478.5807738753,35232.6578683863,29.263363255849633,2.933127e-07,158448.73250592974
1474.121452809048,1720.51062317923,21.88339946028048,0.0047654323,2731.6691741589325,334017.7951341116,221589.65559254342,32.47298981988399,0.00027768547,1512440.0735269783
2011.7332070834125,2424.4347051179434,17.902404723609493,0.017145043,4456.040752791473,206119.7886474248,108271.28012692972,18.28263735374415,0.00019146317,1172114.4924357315
2031.4328011489717,2064.801018221451,22.81301207988049,0.008471655,3768.652476126791,834844.7471924836,186305.05778923575,24.10007752997312,0.0005118899,2742716.322036126
1989.6136298873437,2043.0711202499883,24.265025286536734,0.0034398055,3765.650170501307,365959.56765062,113156.03435419455,38.407308085870426,4.6061283e-05,1171248.447720881
2289.3013796333153,2477.790026059045,16.00389773595955,0.038049985,4586.630553491154,109521.9579513208,68670.45520523802,14.369690683417193,0.0003213113,841374.2035313331
848.4058691635249,1555.0316106691364,21.96683446714745,0.0011540035,1442.957760839617,268713.1426338918,205805.63640232937,19.37831416526747,2.9744755e-05,1583297.138353342
1304.0931797812052,1827.1097914545878,22.036158625414934,0.005226122,2651.0191878267815,619337.2999700867,510001.1876602434,36.8276682871623,0.00041265518,4169322.337984515
1123.8135312934544,1651.6444216166608,22.57802940624475,0.0025271196,2205.151783228844,478979.28724475077,446030.3028857092,40.118606844036826,9.5413554e-05,3330983.2276860406
1282.2001700918463,1784.8225558507393,22.437457830923975,0.0030080604,2614.518890026827,425865.84583040955,401541.4715233905,38.891450695932996,7.6902055e-05,3192377.2633318743
1876.9968888952153,2465.945841370658,22.33916650784647,0.008779192,4233.292630621853,289565.4961546027,195402.95440736157,25.89211261985948,0.00019484888,2221026.175082658
2581.079268229997,2415.8972196932746,17.861439527909766,0.044851024,4979.999398631148,454495.9483717151,172717.67196784957,18.821711163610033,0.002176428,2020323.086532328
712.4123348751275,1224.8531115974613,21.997850546422907,0.00025526466,973.5059388010748,26514.476009005542,127817.5621085395,43.67576901243241,2.1772853e-07,127476.5083487076
2340.2269590699975,2375.367377555555,17.619566203565245,0.025703669,4708.757764844355,168908.34093856163,106126.40940583563,17.152724171581088,0.00039815472,950620.0157161878
2234.9492727221823,2313.0397370605738,17.261667016306514,0.023363236,4479.7222801261605,221907.63374394993,106245.30713963792,15.122027447650733,0.0003748583,935831.9667117216
2300.998365781586,2477.0282426885847,18.416062619015225,0.022973126,4872.965532555105,258344.81455759416,167732.66141972505,16.179789052341956,0.00042134698,1712827.675983627
2459.603806446126,2434.355992139168,18.01556569084656,0.029397124,4812.737616340289,221218.8241237175,40442.10249829131,20.97856310823906,0.00040409516,844867.7315566099
2270.807071064879,2330.849088001123,17.462720228883633,0.026935339,4431.503180068745,203642.6186200306,90083.2514886771,15.679516288278029,0.00034227624,771272.6875920419
2424.0263496910275,2591.1534224175407,17.01264838326072,0.03498528,5187.470204647621,469135.7552563214,204172.70945575376,16.373600594836635,0.0010583306,2507397.635055059
2509.8505802380064,2385.736741737139,17.703220295850013,0.03316688,4825.2805820645335,94182.947591822,59048.51759504353,16.215962099488678,0.0003726365,494566.91999138094
2399.0879253353414,2390.7731054385163,18.216060940360745,0.027675632,4803.528030289298,199203.89413641093,128429.40780280855,16.929249688092945,0.00045439042,1126332.8765436027
2241.6920085652846,2472.8198559932816,17.182119713901624,0.026859667,4711.333279709252,151041.49327311513,87998.42376850349,12.754702458882157,0.0004525202,1028862.0351774048
2198.942897352487,2390.701052348542,17.146494382044335,0.026521873,4524.995298452001,374334.44990684115,208250.7272743686,16.82932860618413,0.00076936744,2199796.137069904
2314.176442076932,2417.6620389875725,17.382146310149043,0.029200533,4704.280447904583,163829.5753443413,119055.88097137646,14.795298564293445,0.00052712165,1193816.5756235437
1074.1672172339115,1496.0575119235996,17.33036231592162,0.0020488936,2448.3235299448957,94079.36494650216,121953.52265591807,17.007186598064557,1.6527352e-05,570604.5285393557
2424.4922499598597,2419.356632456529,17.634427381909536,0.04367201,5013.147850656177,310997.3484882514,165705.4486916135,25.364732081679257,0.0013219249,1780288.1296759588
2691.089337230789,2592.472569720952,17.165387844597785,0.06258893,5622.905545334252,176099.36076554842,83241.73732602346,20.19096102562338,0.0012225059,862356.3275809998
1369.079626250568,1650.5550745469611,18.826344152602704,0.0069010006,2748.644159082107,273935.1932876803,221637.4154973392,24.377497275022368,0.0004517141,1625848.5139788196
2407.0568456183955,2442.2534138927176,16.423489343925993,0.0511397,4913.733731511021,363014.2238733297,167206.83151306608,15.385372743193672,0.0018417634,2179808.240635575
926.593878227782,1586.6166897530002,22.128584370150065,0.0010661933,1713.816127880519,161869.41257987113,272005.7603982278,21.80176216855818,8.6151085e-06,1330381.8294335364
1007.1223137355398,1705.7146786556746,21.891835041789175,0.0014304268,1960.0127678183005,328387.3347935154,320728.38106909214,15.91875341345754,3.466716e-05,2478990.0761254737
982.1767244784114,1701.5878788629705,21.014492938752895,0.0015340305,1912.0099978517137,181263.80176025422,229814.12118603115,16.047709063982143,3.0307747e-05,1487500.2903889287
771.4578810672141,1432.2596349746013,22.82418946841023,0.00040080262,1226.7097774071926,86166.0663861861,176644.47209808882,20.172216226478092,2.5034776e-06,629831.7468353673
1012.696295499341,1726.7130765488446,22.447296623102822,0.0011796585,1856.9848009715777,204220.08491650727,316515.02491304267,22.821618299218063,1.3010281e-05,1867143.8165771812
1077.7260549880957,1782.0529035772504,22.77731390245049,0.0015419718,2102.934615628625,303936.83620979026,453275.34295565326,22.067490060098876,1.3012348e-05,2801110.519543378
1254.0631933444579,1955.6384038458134,20.710914880344664,0.0044049453,2635.8689027153423,400174.52455635334,457809.7316546608,19.125446930826666,0.00014217982,3189847.8658215893
916.9692859667454,1482.540520987585,22.59967072250757,0.0005647686,1647.6069491007456,97365.29596967186,142097.94727109838,39.07409111214228,1.7313496e-06,747513.9358764447
1077.3699673347965,1527.193605842831,20.868375687958064,0.0062378356,2045.3795112202727,555959.428459259,405952.7904296782,41.24998001012433,0.00035631337,2724285.849742057
1667.8126660535409,2215.208092693707,19.370122697948087,0.0054943776,3999.438589852813,174988.13553164218,85053.25131587849,17.504251092956718,3.8829177e-05,1459392.906419073
812.7137930754559,1177.7664140195584,21.90652458691547,0.0011661948,1393.9376654038574,235394.46117971852,325373.5392866476,28.384490045454054,5.7162175e-05,1482480.5737934571
1329.4350186145512,1773.6959500892501,20.972892328275233,0.00646345,2506.586415585122,725442.5448851298,293839.5785999991,26.155185334815837,0.00056344894,3141704.187509439
1173.44393632648,1280.2804084265692,23.55739104889266,0.0012540366,2237.7794305575694,141683.97638619022,197883.16125049023,25.444217068598746,1.6727654e-05,763867.2908669955
867.6943552906752,932.4316436918524,24.086602660028806,7.95047e-05,1509.4059282555104,81884.73973329479,35599.479539051004,31.82280879334731,2.682821e-08,228351.57660530164
1377.8481533773233,1845.8906550731042,20.845234904587876,0.004859152,2729.36268517622,659152.3995937349,475759.3660607748,23.175797697082114,0.00023489974,3580009.2341479566
1764.6250458953346,2199.411760681988,20.043447300609277,0.013567084,3775.4050128697795,649350.2850310182,249085.76738430222,17.8160420915848,0.0010007777,2923848.5261878264
1414.1847333265634,1997.5071003759367,20.59819879116395,0.005638999,2659.975098789153,704149.0978273792,347294.3459868568,28.927635440439122,0.00018429862,3941181.9539144645
1548.6189395447159,1893.2281477123697,20.32789782252635,0.004735673,3271.3552185625485,277704.236466463,146852.73722107077,24.630108374278656,7.6922595e-05,1271828.4412388818
1372.8400671621569,1821.1922806293514,21.489121554422777,0.004223899,2809.3163457817336,577008.5454404468,303760.2249082993,26.109883107562347,0.00014968462,2891410.1997482483
1144.4331554001171,1665.9861645775254,20.88673916591661,0.0024544373,2150.7639732272332,206838.85914688933,336555.2789583752,25.315348206296775,2.9280529e-05,1895083.0285388257
2086.3221344459835,2103.8343645998557,18.226075468695875,0.025368225,4296.032478456623,748706.5186103054,347654.6849151168,21.92138529155199,0.0013073891,2906808.7984861047
2309.383183345352,2390.110884449484,16.22650036359432,0.034380466,4764.816560324826,137892.3396482553,77331.95681447125,19.090240751304638,0.00067186746,668587.3451717342
1270.2879808763696,1642.0829875215165,24.735029509117076,0.0022379204,2530.3265016823198,394010.5783500082,268490.002957582,26.857670057650157,6.1160186e-05,1916587.618540062
1352.1110408138966,1808.3808062893238,22.328154742667213,0.004198776,2463.8197755039155,435472.0851870952,175766.45756077173,25.380294905349352,0.0003166054,1748679.6123128892
1409.320352395531,1676.8230191849182,22.320347877602476,0.004425716,2563.2934853977054,437003.48245497915,211412.08293053857,26.19053409933378,0.0002398657,2009946.0336696391
2511.987094232786,2355.4752470725543,17.08483021240943,0.05140293,5032.231176776723,72047.14045458984,45571.97672160962,22.109562085176677,0.00047249798,383408.6935155821
1143.5034414230024,1646.6793540955168,22.494271410453496,0.002716765,2206.711997897332,717432.9098985269,486379.9503732435,31.845696770994362,8.2674094e-05,4254109.062723208
1685.9666245726971,2078.2281146471305,22.13288000991126,0.009437407,3198.7564902449653,1825948.7087539434,520125.2687639411,33.69574233890639,0.0006762912,6960047.059631368
1281.1426706504953,1793.2007074058668,23.45683914071861,0.004066072,2420.9615402044665,755725.1581632878,390090.06333188736,29.95754980483159,0.0002794486,3485293.535675443
957.2786109493187,1218.0797963701516,24.081157174387823,0.00045706227,1695.1434548375776,141387.35635275883,263134.3157275123,27.290487328434914,2.4148806e-06,778232.3812369875
2063.2167809749076,2171.2720860059335,17.163238227915443,0.017151516,3934.621599051123,172176.1822367307,200834.7987736569,19.87180381758201,0.00035143274,1337614.954269971
1448.105163200498,1943.7170784617806,21.992374213717586,0.0054704417,2886.6334615244964,286195.90811361565,271301.53280812997,22.875927205130058,0.00019776558,1884001.6744557384
1416.8365351631696,1929.5363513098025,22.136523618409417,0.005602279,2515.0548098535382,468955.10108460847,237805.44654703446,24.180143306167054,0.00031325358,2343873.2890334413
1150.9868120459466,1668.5017045840027,24.106390988343072,0.0014648795,1985.1411590457978,258251.17505131592,245796.92181078452,33.9800409823104,1.8411982e-05,1719021.5871893354
1074.4186703223475,1720.9577076464539,23.202432828528252,0.0011057468,1791.052897513051,276795.2219993006,194930.87870828554,31.946128969999748,1.2847264e-05,1421562.139976112
1183.6906519456074,1827.294709530039,23.566165428703687,0.0018404262,2024.2293426442866,294551.2250405801,107097.3131859695,32.25859554957701,0.0001141906,1341079.9452764327
1989.2466084795133,2428.8797436759955,17.428022314153733,0.015544035,4493.542489924235,337636.3573687998,264509.80388890544,19.0652646224958,0.00023671206,2680203.322205753
2455.397479863296,2542.740659041602,18.446466458752464,0.030604675,5295.81902099043,314998.81832274375,112118.14460049193,30.639023186750357,0.0005756931,1220514.0193618282
1484.0423279510308,1848.070355894124,18.3990893557749,0.0066802925,2764.1854766350057,119641.7017889787,235318.41786102697,24.208020925295028,6.565924e-05,1199687.4605771366
2192.583550916745,2237.141778261174,20.977236526969662,0.018611073,4252.208084849913,966490.5579052266,171463.95543682418,34.29896136159349,0.001668985,2955231.6045600097
1946.8743335043628,2253.6362613464107,20.26075953074622,0.013263842,3943.165818499855,1274198.8880327193,257291.21361725015,28.11064805799199,0.0008335824,4081323.552259949
1295.0152245140346,1672.072982387833,22.99767030557504,0.0015423053,2263.2678817430397,219002.04249348238,129142.32874169575,30.760364527324466,1.2162707e-05,1083370.5350566837
2261.6614965492313,2436.5877949495057,18.3639653143694,0.021819973,4708.318964345272,387273.0904416518,150582.5798381189,19.9091529239713,0.00071227347,1785752.6674264073
