zero_crossing_mean,zero_crossing_var
0.047413584430673894,0.003303380699183281
0.0635227052672347,0.002982569972819224
0.10047944460556844,0.0006401408846250583
0.09003030138244393,0.0025685796538025786
0.07866434086948103,0.0018311106231647355
0.07314286965873937,0.0008630216914608176
0.054116766920023235,0.0008435890506952299
0.09881927466595662,0.003995602992569665
0.05266553906855151,0.00029307060743472555
0.08207777098663827,0.00579637695913392
0.06265166598082882,0.0012818561875693798
0.08620071116105955,0.0010466463655530954
0.07948885916924864,0.0006327584360507349
0.1110512683965918,0.003970022252194922
0.06015277038148722,0.0003673420821186223
0.1194371490123935,0.0008011924106066276
0.04768249842660728,0.0049170938467590925
0.06824193070862336,0.0006666198585246172
0.04078453294442293,0.0008441225173102672
0.061235612533888456,0.0012656200803279538
0.05675560369868319,0.0013262478378522735
0.1485369717031371,0.0014766186770597545
0.035332500242060416,0.00046904225434543835
0.0837381541682804,0.0024390469451671883
0.09261458535050349,0.0015315247471687295
0.08847784645688321,0.00343021474527364
0.12942365414407436,0.002022774326152361
0.044809165617738185,0.0003451424200922953
0.04910838557804028,5.568277651447451e-05
0.0711033567728505,0.00019615777978656304
0.14203886310904873,0.004964386855343081
0.1106049695003873,0.0054296675779301196
0.04255043933965918,0.00018264940587297692
0.14428238163245546,0.00040390593593196125
0.06478028478408211,0.00010270049826832965
0.05027973107087529,0.00024257604714296113
0.1231477033787703,0.0017853575839666708
0.10578305032436096,0.000697223849494096
0.1289247827507746,0.0018987650358245494
0.0918818427349188,0.0033305330871830872
0.07242725251353442,0.006430624869357087
0.03533524869489559,0.00026638532489910345
0.035518779002320186,0.0004342893508598253
0.04292494441221965,0.000725429294685407
0.03851975515588691,0.000600116727156852
0.16521466248549885,0.0009184414296068724
0.08866370546088304,0.0013840055943284693
0.06872190400232019,0.0002770330290007238
0.105302968508314,0.0008011690241744156
0.07733641254357088,0.0008944108943204287
0.05278006875966744,0.00023948651671516633
0.06570314012877614,0.00043743291953822613
0.1193086722979505,0.0013171388946967148
0.21302035425542215,0.00291395591265066
0.1503331356506584,0.0010459794458533161
0.20228627404775715,0.0007197556278865687
0.08535579855731991,0.0008132222717875777
0.0443904767379938,0.0005289110138996127
0.13945062875193648,0.0015190619311082861
0.0442296711861949,0.0009101336033619448
0.06448867762393494,0.0006198970142569237
0.04880622220610982,0.00011955362245793697
0.02037127529531371,9.502689644895787e-05
0.020561897874709526,8.019122300654417e-05
0.02490725299690642,0.0001571753497644091
0.06259365332559938,0.0028523827987778053
0.046550487751742836,0.0012375604399536965
0.035742490075522854,0.0006171497311551953
0.05399498027207591,0.0004008254237700384
0.04469529437354988,0.00027017482338007314
0.049817527068832176,0.0002552471149742452
0.060233816101121426,0.0013930669408213244
0.0856163917263749,0.00535362338804571
0.09334366540989945,0.0013077033334234186
0.07600911458333333,0.0005978946680873902
0.06052569471340046,0.00183869951568682
0.06695353347695585,0.0002640368769459747
0.06727842394461657,0.0002288720470316638
0.059484456695391166,0.00031561173476328145
0.08621845997679814,0.0007418582902083417
0.04105231228214563,0.0001654934664923637
0.09293430974477958,0.0015292757066997713
0.060243256960556844,0.00029021461250890754
0.08744924295604183,0.0007319605673408115
0.043669212335398916,0.0006093899875366651
0.07875965215917893,0.00047566833280580467
0.053609574699845085,0.0020269206963811808
0.12125903187935709,0.0005018777715586841
0.07822333704492641,0.0007956767871692543
0.11342535159275756,0.0020500718964164503
0.03768564505993813,0.0002612195478049376
0.03898496502226956,0.0002594449273963661
0.04707552385440835,0.0005554169960779116
0.03697283779531371,9.719279350217486e-05
0.037270496465917895,0.0002652897805043476
0.034771222647172736,9.290739334489746e-05
0.03291952158255994,0.00020903958417442043
0.04054663293958172,0.0004974554686252183
0.03737791077652982,9.302674246574233e-05
0.0665991418958172,0.0003314078321893961
0.0730563913863109,0.0013473903844939416
0.07914385755027069,0.0006914574509025725
0.1104654065404725,0.005588607363525228
