mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,mfcc1_var,mfcc2_var,mfcc3_var,mfcc4_var,mfcc5_var,mfcc6_var,mfcc7_var,mfcc8_var,mfcc9_var,mfcc10_var,mfcc11_var,mfcc12_var,mfcc13_var,mfcc14_var,mfcc15_var,mfcc16_var,mfcc17_var,mfcc18_var,mfcc19_var,mfcc20_var
-275.788330078125,97.59403991699219,40.31254196166992,31.762353897094727,29.83824348449707,8.083943367004395,13.65497875213623,2.1882998943328857,3.910125255584717,3.952519178390503,-1.858544111251831,-4.38756799697876,-4.194041728973389,0.3646416664123535,-5.867462635040283,-1.0735759735107422,-2.97554349899292,-2.9242842197418213,-4.200465202331543,-3.256207227706909,7408.916015625,1284.1290283203125,461.2969055175781,250.62539672851562,193.23208618164062,258.8036193847656,120.20458984375,104.36585235595703,91.50525665283203,114.67669677734375,87.64276123046875,64.11093139648438,64.29158020019531,58.53329086303711,49.65192413330078,42.904640197753906,35.908180236816406,40.321998596191406,43.794254302978516,44.499759674072266
-206.61367797851562,113.85292053222656,1.0269169807434082,23.293798446655273,12.378853797912598,-6.820563793182373,9.821648597717285,-7.647148609161377,2.4089338779449463,-0.16869311034679413,-1.00351881980896,-5.649162769317627,-2.6273581981658936,1.0123499631881714,-0.07277414202690125,3.057915449142456,1.7715705633163452,1.1970460414886475,-6.822262763977051,-2.8997385501861572,13031.9873046875,1246.579345703125,271.55279541015625,260.0807800292969,188.9951629638672,204.8244171142578,147.40521240234375,108.99552917480469,85.37626647949219,59.56248092651367,71.25008392333984,78.91143798828125,53.604618072509766,66.67420959472656,93.11779022216797,89.30322265625,95.76824951171875,57.45515441894531,62.33076477050781,91.8734130859375
-25.232421875,135.4905548095703,-59.49894332885742,42.317630767822266,-36.21380615234375,31.393335342407227,-3.414090394973755,12.841336250305176,12.873908042907715,6.464087963104248,13.01878547668457,11.572766304016113,4.008962154388428,10.74096965789795,-2.0838613510131836,1.0463435649871826,0.6273616552352905,-2.605588912963867,-0.07143129408359528,-2.2598378658294678,668.6271362304688,644.8849487304688,379.3265380859375,93.15059661865234,83.71401977539062,128.01589965820312,84.43991088867188,68.49832153320312,63.58198547363281,50.413246154785156,47.65813446044922,39.809112548828125,42.516151428222656,36.72541427612305,46.300357818603516,39.51657485961914,40.246334075927734,45.102203369140625,48.93803024291992,48.11455154418945
-136.01663208007812,92.03335571289062,-18.724925994873047,21.622745513916016,-3.857891321182251,-7.214198112487793,-18.485490798950195,-10.00326919555664,-17.058162689208984,-8.702022552490234,-13.567776679992676,-7.641886234283447,-5.994439601898193,-8.638795852661133,-5.690469741821289,-11.07976245880127,-6.9059295654296875,-4.238147735595703,-4.209983825683594,-10.0679292678833,2670.421142578125,642.951171875,253.95907592773438,339.4377136230469,91.30791473388672,116.60443115234375,93.1329116821289,55.3864860534668,108.62417602539062,80.21278381347656,61.359619140625,77.47238159179688,94.88834381103516,89.98390197753906,111.5177230834961,93.97139739990234,77.22159576416016,101.1299057006836,92.26971435546875,94.07190704345703
-195.82568359375,117.29225158691406,-26.531570434570312,32.72160720825195,-7.601511001586914,2.665553331375122,-11.498921394348145,-7.552221298217773,-14.191690444946289,-9.875296592712402,-9.757039070129395,-6.889379978179932,-6.029244899749756,-8.843616485595703,-12.183932304382324,-10.116880416870117,-8.874491691589355,-10.25611686706543,-7.954244613647461,-11.237120628356934,10194.8525390625,1131.812255859375,251.96633911132812,229.4977264404297,87.1798095703125,58.490787506103516,116.7828369140625,48.395511627197266,57.88725662231445,63.898109436035156,50.06504440307617,60.8208122253418,62.11477279663086,51.427642822265625,73.42228698730469,67.520751953125,67.3009033203125,97.91168975830078,80.85845947265625,98.23990631103516
-182.63043212890625,116.0357666015625,-23.864280700683594,26.51789093017578,-5.687554359436035,1.2678442001342773,-10.00156307220459,-3.9760308265686035,-14.59724235534668,-7.901065826416016,-11.126696586608887,-4.6151275634765625,-6.733908176422119,-11.3280611038208,-7.252237319946289,-7.376972198486328,-8.213764190673828,-8.410841941833496,-6.613813877105713,-8.44466495513916,9248.3681640625,639.999267578125,262.0412292480469,221.70631408691406,122.23567199707031,86.57755279541016,95.70243835449219,53.09275817871094,90.78252410888672,56.8095588684082,56.194576263427734,52.87318420410156,51.44445037841797,59.76151657104492,63.717411041259766,54.69538879394531,65.24749755859375,72.02586364746094,107.62992095947266,85.97929382324219
-296.0065612792969,126.586669921875,-10.70075798034668,17.333599090576172,-0.2447957545518875,-5.130565643310547,-7.374504566192627,-6.612949848175049,-9.768486976623535,-7.802179336547852,-7.5082597732543945,-7.890233039855957,-5.436123847961426,-8.037839889526367,-12.11186695098877,-6.860133171081543,-7.151236534118652,-7.846960544586182,-4.869555950164795,-3.9351754188537598,8803.5390625,650.6207885742188,842.942138671875,321.3094482421875,246.96302795410156,108.79841613769531,164.2142791748047,107.25895690917969,72.15510559082031,47.63276290893555,49.61738967895508,59.728885650634766,70.78667449951172,76.15145111083984,95.97740173339844,56.93307876586914,73.21295166015625,81.99176025390625,61.0003547668457,65.58756256103516
-120.33699798583984,100.14344024658203,-27.9388370513916,38.115394592285156,-7.724766731262207,-0.8739562034606934,-10.020893096923828,-5.19397497177124,-8.723798751831055,-8.636429786682129,-14.70151424407959,-10.04893684387207,-5.471135139465332,-13.021228790283203,-6.698105335235596,-6.257571220397949,-5.503515720367432,-9.656543731689453,-11.450088500976562,-10.679444313049316,2988.4716796875,790.12060546875,297.31915283203125,263.697509765625,84.64006042480469,101.55701446533203,72.83475494384766,72.42448425292969,51.87031936645508,44.60337829589844,78.60798645019531,64.0018081665039,38.14619064331055,43.42923355102539,47.836490631103516,52.85209655761719,45.70145034790039,32.595882415771484,51.143741607666016,34.31382369995117
-264.2807922363281,120.09217834472656,4.847812175750732,10.61104965209961,-17.062314987182617,-19.676115036010742,-19.36964988708496,-15.891762733459473,-21.595930099487305,-14.788372993469238,-16.850753784179688,-14.828315734863281,-1.444399356842041,1.6603293418884277,3.807011365890503,1.6682361364364624,-0.646255373954773,-3.0799949169158936,0.6310833096504211,0.9184280037879944,6001.212890625,725.2717895507812,225.9348602294922,174.40638732910156,100.02703857421875,121.42085266113281,97.8626708984375,93.19412231445312,97.06439208984375,84.97197723388672,103.617919921875,91.1649398803711,129.66360473632812,178.8202362060547,155.6831512451172,201.76060485839844,120.7973403930664,101.19731140136719,93.64332580566406,148.94577026367188
-158.38668823242188,114.32005310058594,-9.39713191986084,12.561310768127441,10.981637001037598,-2.8582680225372314,-11.186326026916504,-12.287111282348633,-12.776957511901855,-8.294387817382812,-12.183671951293945,-5.387722969055176,-10.49343204498291,-9.736599922180176,-0.36073246598243713,-11.029254913330078,1.6314187049865723,0.07796458899974823,2.040239095687866,-2.5104033946990967,4782.23828125,1466.8280029296875,481.66790771484375,242.50796508789062,202.0306854248047,110.76119232177734,124.72989654541016,78.71936798095703,74.3840103149414,89.2318344116211,72.0868911743164,55.83295822143555,72.52733612060547,60.07522201538086,90.44654846191406,123.7829360961914,76.78352355957031,78.41732788085938,99.33251190185547,80.85327911376953
